k,S1,S2,r_LILA,r_WCA02,r_WCA03
0.065,0.83895,0.8883,-1.7549183811986657,-2.006011825771331,-2.9007492378871373
0.06999999999999999,0.83895,0.8883,-1.218275595815883,-1.500468295700418,-2.489983402177922
0.075,0.83895,0.8883,-0.9483959306875374,-1.2504723483879114,-2.3021726432012906
0.08,0.83895,0.8883,-0.5410211879663186,-0.8699404593165764,-2.012147254457335
0.08499999999999999,0.83895,0.8883,-0.10542646325379298,-0.4634429331265016,-1.707895011523842
0.09,0.83895,0.8883,0.22524302414979835,-0.15740745972642917,-1.4867558081953345
0.01,0.7896,0.8883,-23.95939823109898,-24.20187099984742,-24.825496973307686
0.015,0.7896,0.8883,-15.52382944571956,-15.727255008846091,-16.430070931489915
0.02,0.7896,0.8883,-11.486246953212941,-11.65633299519149,-12.308009035583318
0.025,0.7896,0.8883,-9.128035705769673,-9.297357651005495,-9.948560807086643
0.03,0.7896,0.8883,-7.547757806645252,-7.717069555638628,-8.368202866514125
0.035,0.7896,0.8883,-6.405984131359729,-6.575487523547961,-7.227638390877393
0.04,0.7896,0.8883,-5.475174985636326,-5.645624357398655,-6.302046090365466
0.045000000000000005,0.7896,0.8883,-4.75724716740609,-4.930704488622714,-5.596840426301783
0.05,0.7896,0.8883,-4.2512766610294515,-4.429945232064339,-5.110770805940266
0.055,0.7896,0.8883,-3.5761993246180586,-3.7657091201902655,-4.477656600006409
0.060000000000000005,0.7896,0.8883,-3.125996437740008,-3.328085327609313,-4.0752582147098675
0.065,0.7896,0.8883,-2.7849807391141868,-3.0004475297496263,-3.7845579241421197
0.06999999999999999,0.7896,0.8883,-2.258696740834766,-2.4966423335474253,-3.3451823713309627
0.075,0.7896,0.8883,-2.048462032188036,-2.2996357339996094,-3.1853210643155148
0.08,0.7896,0.8883,-1.6190747199261561,-1.89407050547261,-2.851235019578839
0.08499999999999999,0.7896,0.8883,-1.151889900090064,-1.4548760353832806,-2.49935151348748
0.09,0.7896,0.8883,-0.8869860322475296,-1.209146722095174,-2.3122369593389163
0.01,0.6909000000000001,0.8883,-33.97425267793817,-34.2167254466866,-34.840351420146874
0.015,0.6909000000000001,0.8883,-22.200399096975527,-22.40382466307499,-23.1066405965725
0.02,0.6909000000000001,0.8883,-16.42693835075519,-16.597030355119102,-17.248720598338938
0.025,0.6909000000000001,0.8883,-13.134627156364425,-13.30399720287054,-13.955331718774463
0.03,0.6909000000000001,0.8883,-10.8902140274836,-11.059583517265432,-11.710913097526673
0.035,0.6909000000000001,0.8883,-9.224686513029424,-9.394065971510605,-10.04545116246543
0.04,0.6909000000000001,0.8883,-7.9167380619938275,-8.086208522728237,-8.738004824831094
0.045000000000000005,0.6909000000000001,0.8883,-6.970586877543718,-7.140459672049362,-7.793569289068404
0.05,0.6909000000000001,0.8883,-6.378111688237163,-6.5488066784824115,-7.204230950588868
0.055,0.6909000000000001,0.8883,-5.521234789093853,-5.694430594169485,-6.356920502089897
0.060000000000000005,0.6909000000000001,0.8883,-5.016785066039561,-5.193339863460399,-5.865041395441281
0.065,0.6909000000000001,0.8883,-4.610180065536931,-4.79120094127028,-5.47496698832082
0.06999999999999999,0.6909000000000001,0.8883,-4.064306021435489,-4.253902252313573,-4.960915883680051
0.075,0.6909000000000001,0.8883,-3.9220133527030208,-4.11580600026226,-4.833523912516982
0.08,0.6909000000000001,0.8883,-3.454601330545125,-3.66075266893657,-4.411742924654585
0.08499999999999999,0.6909000000000001,0.8883,-2.9489483682675655,-3.172564485134747,-3.9712501371952604
0.09,0.6909000000000001,0.8883,-2.77536841625711,-3.007656433275254,-3.829126391153924
0.01,0.4935,0.8883,-59.20967042452914,-59.452143193277585,-60.07576916673785
0.015,0.4935,0.8883,-39.02401092806145,-39.227436494164664,-39.93025242767587
0.02,0.4935,0.8883,-28.876411320850966,-29.046503368154028,-29.698193713661563
0.025,0.4935,0.8883,-23.228806307578637,-23.398177247102367,-24.04951420333748
0.03,0.4935,0.8883,-19.302173854873736,-19.471545499475578,-20.122882454171144
0.035,0.4935,0.8883,-16.291549193746285,-16.46092084548815,-17.112257842941833
0.04,0.4935,0.8883,-13.97709911359197,-14.146470990467312,-14.797809022671345
0.045000000000000005,0.4935,0.8883,-12.364868526777455,-12.534242484888772,-13.185587595180744
0.05,0.4935,0.8883,-11.44574129606258,-11.615121523418695,-12.26648486532286
0.055,0.4935,0.8883,-9.944475792557979,-10.113896487596223,-10.76537536226048
0.060000000000000005,0.4935,0.8883,-9.135991413847808,-9.30549299304014,-9.957194656611593
0.065,0.4935,0.8883,-8.43206006583318,-8.601728932062281,-9.253883306620072
0.06999999999999999,0.4935,0.8883,-7.623259232241603,-7.79336448503125,-8.446685047354737
0.075,0.4935,0.8883,-7.510660917306096,-7.680922434262613,-8.334628582229078
0.08,0.4935,0.8883,-6.8022547894079395,-6.973539561508688,-7.629904269862434
0.08499999999999999,0.4935,0.8883,-6.087364924786831,-6.26078551535953,-6.9226513548207915
0.09,0.4935,0.8883,-5.973806478632199,-6.147911269866828,-6.811436233480762
0.01,0.987,0.8883,-7.223631882533247,-7.466104651281686,-8.089730624741952
0.015,0.987,0.8883,-4.365249427496465,-4.568467322420079,-5.270526382398275
0.02,0.987,0.8883,-3.121743032879553,-3.272237702465273,-3.8819768601977676
0.025,0.987,0.8883,-2.0214003807620866,-2.169975261759379,-2.779839700829023
0.03,0.987,0.8883,-1.2442689072816677,-1.4134227227510427,-2.078874818305669
0.035,0.987,0.8883,-0.781580454091803,-0.9616863961505695,-1.7043384765122362
0.04,0.987,0.8883,-0.27827605677071965,-0.47212402798815456,-1.3236162925134072
0.045000000000000005,0.987,0.8883,0.29597393242715636,0.06290919016565458,-0.9296597821610953
0.05,0.987,0.8883,0.9582221198643711,0.6661435912604803,-0.5019212885876518
0.055,0.987,0.8883,1.4392026681308654,1.0869193357121223,-0.2442493696388634
0.060000000000000005,0.987,0.8883,1.9501514447977095,1.5416125019393967,0.0364302791984631
0.065,0.987,0.8883,2.1831558922677066,1.743007928665229,0.12627648573081815
0.06999999999999999,0.987,0.8883,2.695923057207861,2.223384533360906,0.4411256307534715
0.075,0.987,0.8883,3.226017847338525,2.730777671378345,0.7812640748794734
0.08,0.987,0.8883,3.4349322040422354,2.9296637988303567,0.8920829715524887
0.08499999999999999,0.987,0.8883,3.63371478626014,3.112391439055137,0.9952891832263786
0.09,0.987,0.8883,4.211972496725204,3.6545388428196506,1.3694816222577602
0.01,0.93765,0.83895,-14.548431869191731,-14.790907971985119,-15.418115199693862
0.015,0.93765,0.83895,-9.274801208417177,-9.478225234124015,-10.181035543968637
0.02,0.93765,0.83895,-6.896780778984521,-7.066286102167909,-7.716583550389152
0.025,0.93765,0.83895,-5.3163997658237205,-5.483717261527847,-6.129594871013588
0.03,0.93765,0.83895,-4.30340364849027,-4.47173943346777,-5.120104843970308
0.035,0.93765,0.83895,-3.6572000422265996,-3.828541091638965,-4.492315423480529
0.04,0.93765,0.83895,-3.0220910378753967,-3.1996967885500114,-3.8943199993942144
0.045000000000000005,0.93765,0.83895,-2.3954397947181842,-2.58781137199028,-3.3328331899190458
0.05,0.93765,0.83895,-1.7619795665505602,-1.9791113817823762,-2.7994294907479933
0.055,0.93765,0.83895,-1.2397454950992353,-1.4872726031065133,-2.396179418655356
0.060000000000000005,0.93765,0.83895,-0.7502104346856705,-1.0321479557831257,-2.0427060503218706
0.065,0.93765,0.83895,-0.5459041819169056,-0.8506452055057938,-1.9258247907892323
0.06999999999999999,0.93765,0.83895,0.01259609938183452,-0.3305209475672856,-1.5358471045245823
0.075,0.93765,0.83895,0.5025910412860756,0.12666691588706205,-1.2047478316429898
0.08,0.93765,0.83895,0.7430796629621431,0.3485650470127083,-1.059049472998839
0.08499999999999999,0.93765,0.83895,0.9828747844362703,0.5692158233552671,-0.9131868860623914
0.09,0.93765,0.83895,1.551134535533432,1.1007380421818689,-0.5334712009644549
0.01,0.8883,0.83895,-18.603473464462414,-18.8459495672558,-19.473156794964545
0.015,0.8883,0.83895,-11.978171955234691,-12.181597418159091,-12.884412974981448
0.02,0.8883,0.83895,-8.899816185099384,-9.069828544317188,-9.721329148709575
0.025,0.8883,0.83895,-6.96127910772904,-7.130228219128965,-7.780418891851417
0.03,0.8883,0.83895,-5.724825777552284,-5.893859254531737,-6.544086162830209
0.035,0.8883,0.83895,-4.913134477218647,-5.083096379598647,-5.738094357104107
0.04,0.8883,0.83895,-4.178868039617822,-4.351694454904725,-5.019917432854443
0.045000000000000005,0.8883,0.83895,-3.521032637630431,-3.701569721237849,-4.395201575674657
0.05,0.8883,0.83895,-2.9321324290371233,-3.1262326927972506,-3.8597505280926505
0.055,0.8883,0.83895,-2.3650636651878596,-2.579052896474695,-3.370326899816921
0.060000000000000005,0.8883,0.83895,-1.8957506339775476,-2.132960346253757,-2.99104601940829
0.065,0.8883,0.83895,-1.6577944171168504,-1.912797434147726,-2.820108044363304
0.06999999999999999,0.8883,0.83895,-1.1101455714990973,-1.3974307847301555,-2.4039591203677446
0.075,0.8883,0.83895,-0.7163961328751582,-1.0301058198795465,-2.1224724497610405
0.08,0.8883,0.83895,-0.41645659531148166,-0.7518276780705943,-1.9179315348052994
0.08499999999999999,0.8883,0.83895,-0.10542646325379298,-0.4634429331265016,-1.707895011523842
0.09,0.8883,0.83895,0.3691357950099013,-0.021221385206527988,-1.3821715131307182
0.01,0.83895,0.83895,-22.89035450245856,-23.13283060525195,-23.76003783296069
0.015,0.83895,0.83895,-14.836093302497048,-15.039518862679026,-15.742334774572763
0.02,0.83895,0.83895,-11.015028666637013,-11.18511109419419,-11.83677852525758
0.025,0.83895,0.83895,-8.680726335553745,-8.850020721339243,-9.501148690952526
0.03,0.83895,0.83895,-7.173366298002775,-7.342651566871926,-7.9936957483975535
0.035,0.83895,0.83895,-6.15748462139524,-6.32702542245288,-6.9794076632772954
0.04,0.83895,0.83895,-5.290602888158935,-5.461256503740425,-6.118660432868587
0.045000000000000005,0.83895,0.83895,-4.572095134220061,-4.7462708544759025,-5.415090049803104
0.05,0.83895,0.83895,-3.9943800047403677,-4.175210166127188,-4.8631424638251834
0.055,0.83895,0.83895,-3.3768597648723624,-3.5695200197006303,-4.29134628389618
0.060000000000000005,0.83895,0.83895,-2.9154179868623187,-3.122419836859948,-3.884628300737055
0.065,0.83895,0.83895,-2.6481809056614654,-2.867713438130538,-3.664095088566888
0.06999999999999999,0.83895,0.83895,-2.1125328988360264,-2.3560768147258937,-3.2218118510718705
0.075,0.83895,0.83895,-1.796805117835227,-2.0587904077109203,-2.978251574098479
0.08,0.83895,0.83895,-1.4572614098557237,-1.73997783689702,-2.7221852093742314
0.08499999999999999,0.83895,0.83895,-1.0966082348971085,-1.4024415366843888,-2.4565759535636142
0.09,0.83895,0.83895,-0.7057611017147876,-1.0377424440645102,-2.1751998183597907
0.01,0.7896,0.83895,-27.437201138691176,-27.679677241484562,-28.306884469193307
0.015,0.7896,0.83895,-17.867324431287447,-18.070749997104922,-18.77356592957295
0.02,0.7896,0.83895,-13.258182752938604,-13.428273779249064,-14.079961692607863
0.025,0.7896,0.83895,-10.500331464138533,-10.669689965638646,-11.320992937951114
0.03,0.7896,0.83895,-8.69386991100502,-8.863222276541496,-9.51449337889881
0.035,0.7896,0.83895,-7.444754796451662,-7.614172875518106,-8.26579654279488
0.04,0.7896,0.83895,-6.4145551088681225,-6.58436272488133,-7.2377367618607975
0.045000000000000005,0.7896,0.83895,-5.604721640313366,-5.775972605004472,-6.434018809832966
0.05,0.7896,0.83895,-5.006519163536786,-5.18071529579256,-5.847132331050648
0.055,0.7896,0.83895,-4.319205830271611,-4.499760227997087,-5.184194820381113
0.060000000000000005,0.7896,0.83895,-3.8478883646446196,-4.036573388368024,-4.743553322052184
0.065,0.7896,0.83895,-3.548986649925773,-3.745721337229213,-4.474455501342864
0.06999999999999999,0.7896,0.83895,-3.0161673938473745,-3.229033885534301,-4.002646731860399
0.075,0.7896,0.83895,-2.757757289136608,-2.98210192394412,-3.78701717804853
0.08,0.7896,0.83895,-2.389280296825877,-2.6306394598626506,-3.4834963690064495
0.08499999999999999,0.7896,0.83895,-1.9937091017039699,-2.255634506869041,-3.167742287462944
0.09,0.7896,0.83895,-1.6724603810686622,-1.953613196373299,-2.921480715568785
0.01,0.6909000000000001,0.83895,-37.45205558553036,-37.69453168832375,-38.321738916032494
0.015,0.6909000000000001,0.83895,-24.543894064436266,-24.74731963053912,-25.45013556404901
0.02,0.6909000000000001,0.83895,-18.198849358334652,-18.36894139833786,-19.020631726456013
0.025,0.6909000000000001,0.83895,-14.506438084325096,-14.675808797359363,-15.327145134665814
0.03,0.6909000000000001,0.83895,-12.033487167960724,-12.202858125681677,-12.854192729282575
0.035,0.6909000000000001,0.83895,-10.254146051938488,-10.423520487087735,-11.074874666972422
0.04,0.6909000000000001,0.83895,-8.833589775426061,-9.003001048176007,-9.654522046894286
0.045000000000000005,0.6909000000000001,0.83895,-7.77672413096515,-7.946321557075972,-8.598455653926186
0.05,0.6909000000000001,0.83895,-7.074226103021899,-7.244267176229332,-7.897667029807616
0.055,0.6909000000000001,0.83895,-6.172930069856878,-6.34435807220322,-7.0016702067195125
0.060000000000000005,0.6909000000000001,0.83895,-5.623881198334313,-5.797353179594947,-6.460264877947026
0.065,0.6909000000000001,0.83895,-5.234410055813575,-5.410452909795325,-6.080263987666868
0.06999999999999999,0.6909000000000001,0.83895,-4.65687483536268,-4.838571392411191,-5.52359420852398
0.075,0.6909000000000001,0.83895,-4.4611533536105386,-4.6462815150770895,-5.34012178333413
