k,S1,S2,lambda,rs,Sint,increase
0.01,0.987,0.93765,0.06539482887051816,-2.727312092903255,0.9254605499999999,0
0.015,0.987,0.93765,0.26457252473472287,-1.3296398696741094,0.9254605499999999,0
0.02,0.987,0.93765,0.5647230982790633,-0.5714197595112892,0.9254605499999999,0
0.025,0.987,0.93765,1.1966990832882942,0.1795670025640279,0.9254605499999999,1
0.03,0.987,0.93765,2.1334058691165896,0.7577197022678919,0.9254605499999999,1
0.035,0.987,0.93765,3.613151617755361,1.2845804157896847,0.9254605499999999,1
0.04,0.987,0.93765,6.380480497427985,1.8532434075972979,0.9254605499999999,1
0.045000000000000005,0.987,0.93765,10.782242541572899,2.3779005718212547,0.9254605499999999,1
0.05,0.987,0.93765,17.834719296518852,2.8811470797758028,0.9254605499999999,1
0.055,0.987,0.93765,26.5439957238335,3.2788035723507845,0.9254605499999999,1
0.060000000000000005,0.987,0.93765,40.73799853964761,3.7071612819445234,0.9254605499999999,1
0.065,0.987,0.93765,55.71716716907716,4.020288307150361,0.9254605499999999,1
0.06999999999999999,0.987,0.93765,87.09505788320679,4.467000141527709,0.9254605499999999,1
0.075,0.987,0.93765,137.33886479895455,4.922451337532584,0.9254605499999999,1
0.08,0.987,0.93765,185.02837087570313,5.220509169405364,0.9254605499999999,1
0.08499999999999999,0.987,0.93765,243.46140891459038,5.49495844501223,0.9254605499999999,1
0.09,0.987,0.93765,378.6544374955701,5.936624014745275,0.9254605499999999,1
0.01,0.93765,0.93765,0.0030127266208509005,-5.804909756156287,0.8791875225,0
0.015,0.93765,0.93765,0.0337155615871987,-3.3897957800397975,0.8791875225,0
0.02,0.93765,0.93765,0.09662995658996403,-2.33686647621076,0.8791875225,0
0.025,0.93765,0.93765,0.2128156953910312,-1.5473287676977265,0.8791875225,0
0.03,0.93765,0.93765,0.411868596438713,-0.8870509211877429,0.8791875225,0
0.035,0.93765,0.93765,0.7355428462029714,-0.30714648611259965,0.8791875225,0
0.04,0.93765,0.93765,1.3326664762713074,0.287181804542135,0.8791875225,1
0.045000000000000005,0.93765,0.93765,2.3195687375790652,0.841381279424181,0.8791875225,1
0.05,0.93765,0.93765,3.780069177083537,1.329742310279789,0.8791875225,1
0.055,0.93765,0.93765,6.254551548771078,1.8333094465079216,0.8791875225,1
0.060000000000000005,0.93765,0.93765,9.66937494656498,2.2689636689649837,0.8791875225,1
0.065,0.93765,0.93765,13.660332697263783,2.614496209429052,0.8791875225,1
0.06999999999999999,0.93765,0.93765,22.11601974065606,3.0963022210714204,0.8791875225,1
0.075,0.93765,0.93765,31.968994661416385,3.4647665162656494,0.8791875225,1
0.08,0.93765,0.93765,46.491298665813794,3.839265169616786,0.8791875225,1
0.08499999999999999,0.93765,0.93765,67.28875293796493,4.208993104378249,0.8791875225,1
0.09,0.93765,0.93765,98.10402529056893,4.586028398253145,0.8791875225,1
0.01,0.8883,0.93765,1.1751518104146253e-4,-9.048943032372835,0.8329144949999999,0
0.015,0.8883,0.93765,0.0038752294340645807,-5.5531504091387385,0.8329144949999999,0
0.02,0.8883,0.93765,0.0186151618253126,-3.983778878420325,0.8329144949999999,0
0.025,0.8883,0.93765,0.04891270110302252,-3.0177181799688038,0.8329144949999999,0
0.03,0.8883,0.93765,0.10096925715317147,-2.292939193097344,0.8329144949999999,0
0.035,0.8883,0.93765,0.18787315079828,-1.6719882736811644,0.8329144949999999,0
0.04,0.8883,0.93765,0.3433546863430095,-1.0689912951284177,0.8329144949999999,0
0.045000000000000005,0.8883,0.93765,0.5912843453062179,-0.525458251550271,0.8329144949999999,0
0.05,0.8883,0.93765,0.923243547012936,-0.07986221469935936,0.8329144949999999,0
0.055,0.8883,0.93765,1.6325200896236571,0.4901248881409123,0.8329144949999999,1
0.060000000000000005,0.8883,0.93765,2.5201554094042367,0.9243205700202977,0.8329144949999999,1
0.065,0.8883,0.93765,3.6362960924619387,1.2909656065700894,0.8329144949999999,1
0.06999999999999999,0.8883,0.93765,6.003321969276497,1.7923129775601339,0.8329144949999999,1
0.075,0.8883,0.93765,8.001273662356141,2.0796007368021376,0.8329144949999999,1
0.08,0.8883,0.93765,12.334991583632155,2.5124400676650884,0.8329144949999999,1
0.08499999999999999,0.8883,0.93765,19.290945851916717,2.9596358589927214,0.8329144949999999,1
0.09,0.8883,0.93765,26.39528919143262,3.2731855545115485,0.8329144949999999,1
0.01,0.83895,0.93765,3.807842269301419e-6,-12.478447862769752,0.7866414675,0
0.015,0.83895,0.93765,3.9385329269723917e-4,-7.839532071567447,0.7866414675,0
0.02,0.83895,0.93765,0.0034056492036656557,-5.682319695684823,0.7866414675,0
0.025,0.83895,0.93765,0.011912968288370409,-4.430127700103283,0.7866414675,0
0.03,0.83895,0.93765,0.02865030505136949,-3.5525911883608132,0.7866414675,0
0.035,0.83895,0.93765,0.057679896510068274,-2.8528465802153007,0.7866414675,0
0.04,0.83895,0.93765,0.10776070745857068,-2.2278421817700766,0.7866414675,0
0.045000000000000005,0.83895,0.93765,0.18275041159407168,-1.699633928130043,0.7866414675,0
0.05,0.83895,0.93765,0.271806978358852,-1.302663102985218,0.7866414675,0
0.055,0.83895,0.93765,0.49169076669589823,-0.7099052830690142,0.7866414675,0
0.060000000000000005,0.83895,0.93765,0.7475793267749462,-0.2909148565720712,0.7866414675,0
0.065,0.83895,0.93765,1.08614884587679,0.08263827093844903,0.7866414675,1
0.06999999999999999,0.83895,0.93765,1.7946742108352465,0.5848235073255372,0.7866414675,1
0.075,0.83895,0.93765,2.2252547417002844,0.7998713997164623,0.7866414675,1
0.08,0.83895,0.93765,3.5532411525152505,1.2678601876642086,0.7866414675,1
0.08499999999999999,0.83895,0.93765,5.86537757922873,1.7690668584183598,0.7866414675,1
0.09,0.83895,0.93765,7.551150483182362,2.021699933530453,0.7866414675,1
0.01,0.7896000000000001,0.93765,1.0021728363975764e-7,-16.115925171755833,0.74036844,0
0.015,0.7896000000000001,0.93765,3.484783457645565e-5,-10.264519558227526,0.74036844,0
0.02,0.7896000000000001,0.93765,5.655970000630852e-4,-7.477628747386279,0.74036844,0
0.025,0.7896000000000001,0.93765,0.0027590952547795833,-5.89285245923257,0.74036844,0
0.03,0.7896000000000001,0.93765,0.008255541224950024,-4.796870640470305,0.74036844,0
0.035,0.7896000000000001,0.93765,0.019184722379039263,-3.9536410261182198,0.74036844,0
0.04,0.7896000000000001,0.93765,0.03841425868509728,-3.25932656838623,0.74036844,0
0.045000000000000005,0.7896000000000001,0.93765,0.06593181581858264,-2.7191341646226226,0.74036844,0
0.05,0.7896000000000001,0.93765,0.09521669160018936,-2.3516000206189025,0.74036844,0
0.055,0.7896000000000001,0.93765,0.17315239410845842,-1.753583181440624,0.74036844,0
0.060000000000000005,0.7896000000000001,0.93765,0.257587000576188,-1.3563977496270236,0.74036844,0
0.065,0.7896000000000001,0.93765,0.37242817395263106,-0.9877110813586734,0.74036844,0
0.06999999999999999,0.7896000000000001,0.93765,0.6060062875812235,-0.5008649174200747,0.74036844,0
0.075,0.7896000000000001,0.93765,0.7080025116473341,-0.3453076377702266,0.74036844,0
0.08,0.7896000000000001,0.93765,1.142516421307251,0.1332332168183796,0.74036844,1
0.08499999999999999,0.7896000000000001,0.93765,1.9375232019300779,0.6614104573633806,0.74036844,1
0.09,0.7896000000000001,0.93765,2.3584005346173984,0.8579836496993364,0.74036844,1
0.01,0.6909,0.93765,3.3222002645549756e-11,-24.1278087292272,0.647822385,0
0.015,0.6909,0.93765,1.6691595818853295e-7,-15.60577539557965,0.647822385,0
0.02,0.6909,0.93765,1.086184113977409e-5,-11.430254723778578,0.647822385,0
0.025,0.6909,0.93765,1.1176790727678522e-4,-9.099086093220745,0.647822385,0
0.03,0.6909,0.93765,5.663019710579903e-4,-7.476383104260796,0.647822385,0
0.035,0.6909,0.93765,0.0019708295784488187,-6.229300719060825,0.647822385,0
0.04,0.6909,0.93765,0.0051682278661581895,-5.265225421724973,0.647822385,0
0.045000000000000005,0.6909,0.93765,0.01019415739329801,-4.5859405273857545,0.647822385,0
0.05,0.6909,0.93765,0.015173876365958162,-4.188179989854939,0.647822385,0
0.055,0.6909,0.93765,0.029757471399226992,-3.514675039050921,0.647822385,0
0.060000000000000005,0.6909,0.93765,0.04399916281220392,-3.123584672240257,0.647822385,0
0.065,0.6909,0.93765,0.0636066668469388,-2.7550369894923765,0.647822385,0
0.06999999999999999,0.6909,0.93765,0.1002125467943357,-2.3004618806620902,0.647822385,0
0.075,0.6909,0.93765,0.10876121458431293,-2.218600491715743,0.647822385,0
0.08,0.6909,0.93765,0.1723653330256683,-1.7581390255106375,0.647822385,0
0.08499999999999999,0.6909,0.93765,0.29010383053978683,-1.2375163837372418,0.647822385,0
0.09,0.6909,0.93765,0.3239390699433333,-1.1271998366049565,0.647822385,0
0.01,0.5922,0.93765,3.1960858078199764e-15,-33.3768495188627,0.55527633,0
0.015,0.5922,0.93765,3.5045016966876085e-10,-21.771802588836916,0.55527633,0
0.02,0.5922,0.93765,1.133125914743321e-7,-15.993115541156811,0.55527633,0
0.025,0.5922,0.93765,2.764282031642622e-6,-12.798729619766991,0.55527633,0
0.03,0.5922,0.93765,2.5940142796523598e-5,-10.55971887421358,0.55527633,0
0.035,0.5922,0.93765,1.4758895663401228e-4,-8.821079468149787,0.55527633,0
0.04,0.5922,0.93765,5.568891412102982e-4,-7.493144366193519,0.55527633,0
0.045000000000000005,0.5922,0.93765,0.001387602608368049,-6.580177763101025,0.55527633,0
0.05,0.5922,0.93765,0.0022993520528005965,-6.075127911910142,0.55527633,0
0.055,0.5922,0.93765,0.005515049969833103,-5.200274565604555,0.55527633,0
0.060000000000000005,0.5922,0.93765,0.008814611788391609,-4.731344503989597,0.55527633,0
0.065,0.5922,0.93765,0.01362496863544214,-4.295851240421377,0.55527633,0
0.06999999999999999,0.5922,0.93765,0.022282951096794703,-3.803933417721607,0.55527633,0
0.075,0.5922,0.93765,0.02352801919066644,-3.749563262078513,0.55527633,0
0.08,0.5922,0.93765,0.03794364984732526,-3.2716531185928774,0.55527633,0
0.08499999999999999,0.5922,0.93765,0.06363967733074823,-2.754518145752491,0.55527633,0
0.09,0.5922,0.93765,0.06794644968809203,-2.6890353886375395,0.55527633,0
0.01,0.987,0.8883,0.0047339354750352836,-5.3529983980983005,0.8767520999999999,0
0.015,0.987,0.8883,0.04454869379074303,-3.1111724455682688,0.8767520999999999,0
0.02,0.987,0.8883,0.11687512143941023,-2.1466492523200484,0.8767520999999999,0
0.025,0.987,0.8883,0.2714713339937101,-1.3038987289994162,0.8767520999999999,0
0.03,0.987,0.8883,0.5218101342095192,-0.6504514848323857,0.8767520999999999,0
0.035,0.987,0.8883,0.8464172923729668,-0.16674278758944033,0.8767520999999999,0
0.04,0.987,0.8883,1.4589266884894978,0.37770102049854154,0.8767520999999999,1
0.045000000000000005,0.987,0.8883,2.592611903882505,0.9526658246576838,0.8767520999999999,1
0.05,0.987,0.8883,4.759386966138754,1.5601188713230492,0.8767520999999999,1
0.055,0.987,0.8883,7.2568433928406,1.98194493991165,0.8767520999999999,1
0.060000000000000005,0.987,0.8883,11.424340971116736,2.4357462520632973,0.8767520999999999,1
0.065,0.987,0.8883,14.445325697757651,2.6703708811030986,0.8767520999999999,1
0.06999999999999999,0.987,0.8883,23.655894304403436,3.1636123145153143,0.8767520999999999,1
0.075,0.987,0.8883,39.821043858335166,3.684395512715742,0.8767520999999999,1
0.08,0.987,0.8883,50.54962451964984,3.9229555175387913,0.8767520999999999,1
0.08499999999999999,0.987,0.8883,62.937789754215764,4.142146774308752,0.8767520999999999,1
0.09,0.987,0.8883,108.57298058716708,4.687422579004695,0.8767520999999999,1
0.01,0.93765,0.8883,2.18091455752077e-4,-8.430596061351332,0.8329144949999999,0
0.015,0.93765,0.8883,0.005719714284294463,-5.163836425136159,0.8329144949999999,0
0.02,0.93765,0.8883,0.024200608129365857,-3.7213775168225935,0.8329144949999999,0
0.025,0.93765,0.8883,0.06457051257595621,-2.739997434076428,0.8329144949999999,0
0.03,0.93765,0.8883,0.1308128300288302,-2.033987755864011,0.8329144949999999,0
0.035,0.93765,0.8883,0.22437005592788023,-1.49445855484418,0.8329144949999999,0
0.04,0.93765,0.8883,0.3936799361020882,-0.9322170447336934,0.8329144949999999,0
0.045000000000000005,0.93765,0.8883,0.6913722430916396,-0.3690768982483575,0.8329144949999999,0
0.05,0.93765,0.8883,1.1996323347613134,0.18201512214874865,0.8329144949999999,1
0.055,0.93765,0.8883,1.981325987789242,0.6837663113662711,0.8329144949999999,1
0.060000000000000005,0.93765,0.8883,3.1126493424086736,1.1354742421365134,0.8329144949999999,1
0.065,0.93765,0.8883,4.072088652746051,1.404156050314288,0.8329144949999999,1
0.06999999999999999,0.93765,0.8883,6.792342098987769,1.9157958156716859,0.8329144949999999,1
0.075,0.93765,0.8883,10.416958566895836,2.3434351095436803,0.8329144949999999,1
0.08,0.93765,0.8883,14.195053626388384,2.652893567754247,0.8329144949999999,1
0.08499999999999999,0.93765,0.8883,19.290945851916717,2.9596358589927214,0.8329144949999999,1
0.09,0.93765,0.8883,30.897074047271797,3.430661488393419,0.8329144949999999,1
0.01,0.8883,0.8883,8.506930807768717e-6,-11.674629337567879,0.7890768899999999,0
0.015,0.8883,0.8883,6.578077073846319e-4,-7.326597907366084,0.7890768899999999,0
0.02,0.8883,0.8883,0.004840231249668297,-5.330792780537884,0.7890768899999999,0
0.025,0.8883,0.8883,0.016711118932250937,-4.091680976782391,0.7890768899999999,0
0.03,0.8883,0.8883,0.03846025578169288,-3.25812988825358,0.7890768899999999,0
0.035,0.8883,0.8883,0.0710830247961815,-2.6439067217870833,0.7890768899999999,0
0.04,0.8883,0.8883,0.12765980220691694,-2.058386348529412,0.7890768899999999,0
0.045000000000000005,0.8883,0.8883,0.21990013028031757,-1.5145817889690387,0.7890768899999999,0
0.05,0.8883,0.8883,0.3573985988264774,-1.0289035967276243,0.7890768899999999,0
0.055,0.8883,0.8883,0.6136768203621839,-0.48828684060807026,0.7890768899999999,0
0.060000000000000005,0.8883,0.8883,0.9498746211732778,-0.0514252808097143,0.7890768899999999,0
0.065,0.8883,0.8883,1.2711502334552556,0.23992218620974326,0.7890768899999999,1
0.06999999999999999,0.8883,0.8883,2.123198456082742,0.7529236574302921,0.7890768899999999,1
0.075,0.8883,0.8883,2.983754285875766,1.0931823350756578,0.7890768899999999,1
0.08,0.8883,0.8883,4.2830862474234,1.4546738355828073,0.7890768899999999,1
0.08499999999999999,0.8883,0.8883,6.233073411056329,1.829869535561997,0.7890768899999999,1
0.09,0.8883,0.8883,9.270807021157632,2.226870433087055,0.7890768899999999,1
0.01,0.83895,0.8883,2.7564992390570406e-7,-15.104134167964796,0.7452392849999999,0
0.015,0.83895,0.8883,6.685801431883118e-5,-9.612939376503519,0.7452392849999999,0
0.02,0.83895,0.8883,8.903172650572414e-4,-7.0239326811687235,0.7452392849999999,0
0.025,0.83895,0.8883,0.004190551475462572,-5.474922936653349,0.7452392849999999,0
0.03,0.83895,0.8883,0.01174305452225748,-4.444493317651828,0.7452392849999999,0
0.035,0.83895,0.8883,0.024673827606627542,-3.7020122082006077,0.7452392849999999,0
0.04,0.83895,0.8883,0.04705135959847766,-3.056515516482439,0.7452392849999999,0
0.045000000000000005,0.83895,0.8883,0.0812696168456728,-2.5099830488131896,0.7452392849999999,0
0.05,0.83895,0.8883,0.1259341274389803,-2.071996306840567,0.7452392849999999,0
0.055,0.83895,0.8883,0.21944575726981666,-1.5166501965056622,0.7452392849999999,0
0.060000000000000005,0.83895,0.8883,0.3319157201672003,-1.1028741972103338,0.7452392849999999,0
0.065,0.83895,0.8883,0.44897911087220055,-0.8007789159920742,0.7452392849999999,0
0.06999999999999999,0.83895,0.8883,0.7393629870702266,-0.3019662917928352,0.7452392849999999,0
0.075,0.83895,0.8883,0.9618327832061608,-0.03891466545624849,0.7452392849999999,0
0.08,0.83895,0.8883,1.423065238544824,0.3528131638367481,0.7452392849999999,1
0.08499999999999999,0.83895,0.8883,2.1671841669024787,0.7734287059769367,0.7452392849999999,1
0.09,0.83895,0.8883,3.0008480028880484,1.0988949163544917,0.7452392849999999,1
0.01,0.7896000000000001,0.8883,7.2547350062384615e-9,-18.74161147695088,0.70140168,0
0.015,0.7896000000000001,0.8883,5.915559150939161e-6,-12.03792453398916,0.70140168,0
0.02,0.7896000000000001,0.8883,1.4795904408338695e-4,-8.818575051663045,0.70140168,0
0.025,0.7896000000000001,0.8883,9.760091508610736e-4,-6.932038595712887,0.70140168,0
0.03,0.7896000000000001,0.8883,0.003454693317478438,-5.668021590542151,0.70140168,0
0.035,0.7896000000000001,0.8883,0.008621729375306975,-4.75346959084326,0.70140168,0
0.04,0.7896000000000001,0.8883,0.018254403023036114,-4.003348966516295,0.70140168,0
0.045000000000000005,0.7896000000000001,0.8883,0.03282220659868452,-3.416649962226063,0.70140168,0
0.05,0.7896000000000001,0.8883,0.0500836113963615,-2.994061442243124,0.70140168,0
0.055,0.7896000000000001,0.8883,0.08898932090096782,-2.4192389063261244,0.70140168,0
0.060000000000000005,0.7896000000000001,0.8883,0.1321839827205222,-2.023560518356371,0.70140168,0
0.065,0.7896000000000001,0.8883,0.17973129679665245,-1.7162923389955036,0.70140168,0
0.06999999999999999,0.7896000000000001,0.8883,0.28976631725803154,-1.2386804833935237,0.70140168,0
0.075,0.7896000000000001,0.8883,0.354129680964337,-1.0380921025232324,0.70140168,0
0.08,0.7896000000000001,0.8883,0.5298253127169327,-0.6352079254128388,0.70140168,0
0.08499999999999999,0.7896000000000001,0.8883,0.8253512537227427,-0.1919462211702428,0.70140168,0
0.09,0.7896000000000001,0.8883,1.070371893482789,0.06800615209004512,0.70140168,1
