

Water depth (cm)
======
	02	03
2014/09/26	67	54
2014/09/27	68	55
2014/09/28	67	55
2014/09/29	67	55
2014/09/30	68	54
2014/10/01	68	55
2014/10/02	67	55
2014/10/03	68	56
2014/10/04	68	55
2014/10/05	67	54
2014/10/06	67	54
2014/10/07	67	54
2014/10/08	67	53
2014/10/09	66	53
2014/10/10	66	53
2014/10/11	66	52
2014/10/12	66	52
2014/10/13	65	52
2014/10/14	65	51
2014/10/15	65	51
2014/10/16	65	50
2014/10/17	64	50
2014/10/18	64	49
2014/10/19	64	49
2014/10/20	63	49
2014/10/21	63	48
2014/10/22	63	48
2014/10/23	64	48
2014/10/24	63	48
2014/10/25	63	47
2014/10/26	62	47
2014/10/27	62	46
2014/10/28	62	46
2014/10/29	61	46
2014/10/30	62	46
2014/10/31	62	46
2014/11/01	62	45
2014/11/02	61	45
2014/11/03	61	44
2014/11/04	61	44
2014/11/05	61	44
2014/11/06	61	44
2014/11/07	61	43
2014/11/08	60	43
2014/11/09	66	49
2014/11/10	67	50
2014/11/11	67	50
2014/11/12	66	50
2014/11/13	66	49
2014/11/14	65	49
2014/11/15	65	49
2014/11/16	65	48
2014/11/17	64	48
2014/11/18	64	47
2014/11/19	64	47
2014/11/20	64	47
2014/11/21	64	46
2014/11/22	64	46
2014/11/23	64	46
2014/11/24	64	46
2014/11/25	64	46
2014/11/26	63	46
2014/11/27	63	45
2014/11/28	63	44
2014/11/29	62	44
2014/11/30	62	44
2014/12/01	62	43
2014/12/02	62	43
2014/12/03	63	43
2014/12/04	63	43
2014/12/05	62	43
2014/12/06	62	43
2014/12/07	62	43
2014/12/08	62	42
2014/12/09	62	42
2014/12/10	61	41
2014/12/11	61	41
2014/12/12	61	41
2014/12/13	60	41
2014/12/14	60	40
2014/12/15	60	40
2014/12/16	60	40
2014/12/17	60	40
2014/12/18	60	39
2014/12/19	60	39
2014/12/20	59	39
2014/12/21	59	39
2014/12/22	59	38
2014/12/23	59	38
2014/12/24	59	38
2014/12/25	60	39
2014/12/26	59	38
2014/12/27	59	38
2014/12/28	59	38
2014/12/29	59	38
2014/12/30	59	38
2014/12/31	59	38
2015/01/01	59	37
2015/01/02	59	37
2015/01/03	58	37
2015/01/04	58	37
2015/01/05	58	37
2015/01/06	58	36
2015/01/07	57	36
2015/01/08	57	35
2015/01/09	56	35
2015/01/10	56	35
2015/01/11	56	34
2015/01/12	57	36
2015/01/13	57	36
2015/01/14	57	36
2015/01/15	57	36
2015/01/16	57	35
2015/01/17	56	35
2015/01/18	56	35
2015/01/19	56	34
2015/01/20	56	34
2015/01/21	56	34
2015/01/22	55	34
2015/01/23	55	33
2015/01/24	55	33
2015/01/25	54	33
2015/01/26	54	32
2015/01/27	53	32
2015/01/28	53	31
2015/01/29	52	31
2015/01/30	52	31
2015/01/31	52	30
2015/02/01	51	30
2015/02/02	51	29
2015/02/03	51	29
2015/02/04	50	28
2015/02/05	51	29
2015/02/06	50	29
2015/02/07	50	28
2015/02/08	49	28
2015/02/09	49	27
2015/02/10	49	27
2015/02/11	49	26
2015/02/12	48	26
2015/02/13	48	25
2015/02/14	47	25
2015/02/15	47	24
2015/02/16	46	24
2015/02/17	46	24
2015/02/18	46	23
2015/02/19	45	23
2015/02/20	44	22
2015/02/21	44	22
2015/02/22	44	21
2015/02/23	43	21
2015/02/24	43	21
2015/02/25	43	21
2015/02/26	43	20
2015/02/27	43	20
2015/02/28	43	20
2015/03/01	42	20
2015/03/02	42	19
2015/03/03	42	19
2015/03/04	41	18
2015/03/05	41	18
2015/03/06	41	19
2015/03/07	41	20
2015/03/08	41	19
2015/03/09	40	19
2015/03/10	40	18
2015/03/11	39	17
2015/03/12	39	17
2015/03/13	39	16
2015/03/14	38	15
2015/03/15	37	15
2015/03/16	37	14
2015/03/17	36	13
2015/03/18	36	13
2015/03/19	35	12
2015/03/20	34	11
2015/03/21	34	10
2015/03/22	33	10
2015/03/23	32	9
2015/03/24	32	8
2015/03/25	31	8
2015/03/26	31	7
2015/03/27	31	7
2015/03/28	31	7
2015/03/29	30	6
2015/03/30	29	5
2015/03/31	28	4
2015/04/01	28	3
2015/04/02	27	2
2015/04/03	27	1
2015/04/04	26	0
2015/04/05	25	-1
2015/04/06	25	-2
2015/04/07	24	-3
2015/04/08	23	-4
2015/04/09	23	-5
2015/04/10	22	-6
2015/04/11	22	-6
2015/04/12	21	-7
2015/04/13	23	-4
2015/04/14	22	-4
2015/04/15	22	-5
2015/04/16	21	-6
2015/04/17	20	-7
2015/04/18	21	-6
2015/04/19	21	-3
2015/04/20	21	-5
2015/04/21	24	12
2015/04/22	26	13
2015/04/23	26	12
2015/04/24	25	11
2015/04/25	25	10
2015/04/26	24	9
2015/04/27	23	8
2015/04/28	22	7
2015/04/29	30	17
2015/04/30	30	17
2015/05/01	29	16
2015/05/02	28	15
2015/05/03	27	14
2015/05/04	26	13
2015/05/05	26	12
2015/05/06	25	12
2015/05/07	24	10
2015/05/08	24	9
2015/05/09	23	8
2015/05/10	23	7
2015/05/11	22	6
2015/05/12	21	5
2015/05/13	20	3
2015/05/14	19	2
2015/05/15	18	1
2015/05/16	17	-1
2015/05/17	17	-2
2015/05/18	16	0
2015/05/19	15	-2
2015/05/20	14	-4
2015/05/21	13	-5
2015/05/22	13	-4
2015/05/23	20	4
2015/05/24	20	2
2015/05/25	19	0
2015/05/26	18	-1
2015/05/27	17	-3
2015/05/28	16	-5
2015/05/29	15	-6
2015/05/30	14	-8
2015/05/31	12	-9
2015/06/01	12	-11
2015/06/02	11	-12
2015/06/03	11	-12
2015/06/04	12	-5
2015/06/05	18	9
2015/06/06	20	9
2015/06/07	22	11
2015/06/08	22	10
2015/06/09	21	9
2015/06/10	22	9
2015/06/11	34	23
2015/06/12	35	23
2015/06/13	34	23
2015/06/14	34	22
2015/06/15	33	22
2015/06/16	37	28
2015/06/17	37	27
2015/06/18	37	27
2015/06/19	36	25
2015/06/20	35	25
2015/06/21	35	24
2015/06/22	34	23
2015/06/23	33	22
2015/06/24	32	21
2015/06/25	30	20
2015/06/26	30	19
2015/06/27	29	19
2015/06/28	29	19
2015/06/29	29	19
2015/06/30	28	18
2015/07/01	27	17
2015/07/02	28	18
2015/07/03	28	17
2015/07/04	28	17
2015/07/05	27	17
2015/07/06	26	16
2015/07/07	27	18
2015/07/08	27	18
2015/07/09	26	17
2015/07/10	25	16
2015/07/11	24	15
2015/07/12	23	14
2015/07/13	23	14
2015/07/14	22	14
2015/07/15	23	17
2015/07/16	24	17
2015/07/17	24	17
2015/07/18	26	18
2015/07/19	26	18
2015/07/20	26	18
2015/07/21	25	17
2015/07/22	28	18
2015/07/23	28	18
2015/07/24	29	21
2015/07/25	31	21
2015/07/26	32	22
2015/07/27	33	23
2015/07/28	33	22
2015/07/29	32	21
2015/07/30	31	21
2015/07/31	30	21
2015/08/01	31	20
2015/08/02	31	20
2015/08/03	35	22
2015/08/04	36	23
2015/08/05	37	23
2015/08/06	39	25
2015/08/07	38	24
2015/08/08	37	23
2015/08/09	36	22
2015/08/10	36	23
2015/08/11	35	22
2015/08/12	34	21
2015/08/13	33	20
2015/08/14	32	20
2015/08/15	32	19
2015/08/16	31	19
2015/08/17	30	18
2015/08/18	30	18
2015/08/19	32	18
2015/08/20	32	19
2015/08/21	32	18
2015/08/22	34	20
2015/08/23	34	20
2015/08/24	34	20
2015/08/25	34	20
2015/08/26	36	22
2015/08/27	36	22
2015/08/28	35	21
2015/08/29	35	22
2015/08/30	38	26
2015/08/31	39	26
2015/09/01	39	26
2015/09/02	40	30
2015/09/03	42	32
2015/09/04	45	36
2015/09/05	46	37
2015/09/06	46	37
2015/09/07	47	38
2015/09/08	47	38
2015/09/09	52	41
2015/09/10	52	41
2015/09/11	51	41
2015/09/12	53	45
2015/09/13	52	45
2015/09/14	52	45
2015/09/15	53	45
2015/09/16	54	46
2015/09/17	56	48
2015/09/18	59	50
2015/09/19	59	50
2015/09/20	59	50
2015/09/21	60	50
2015/09/22	64	58
2015/09/23	65	62
2015/09/24	67	61
2015/09/25	67	61
2015/09/26	68	60
2015/09/27	68	60
2015/09/28	69	60
2015/09/29	69	60
2015/09/30	68	59
2015/10/01	68	59
2015/10/02	68	58
2015/10/03	67	57
2015/10/04	67	57
2015/10/05	67	56
2015/10/06	67	56
2015/10/07	67	56
2015/10/08	65	55
2015/10/09	65	54
2015/10/10	65	54
2015/10/11	64	53
2015/10/12	64	53
2015/10/13	64	53
2015/10/14	63	52
2015/10/15	63	52
2015/10/16	63	52
2015/10/17	63	51
2015/10/18	63	51
2015/10/19	63	50
2015/10/20	62	50
2015/10/21	62	49
2015/10/22	62	49
2015/10/23	61	48
2015/10/24	61	48
2015/10/25	61	48
2015/10/26	61	48
2015/10/27	60	47
2015/10/28	60	47
2015/10/29	61	47
2015/10/30	62	47
2015/10/31	62	47
2015/11/01	62	47
2015/11/02	62	46
2015/11/03	61	46
2015/11/04	61	46
2015/11/05	61	45
2015/11/06	60	45
2015/11/07	60	45
2015/11/08	60	44
2015/11/09	59	44
2015/11/10	59	43
2015/11/11	58	43
2015/11/12	58	42
2015/11/13	58	42
2015/11/14	60	44
2015/11/15	60	44
2015/11/16	60	44
2015/11/17	61	44
2015/11/18	61	44
2015/11/19	61	44
2015/11/20	61	43
2015/11/21	60	43
2015/11/22	62	46
2015/11/23	63	47
2015/11/24	63	47
2015/11/25	63	47
2015/11/26	63	47
2015/11/27	63	47
2015/11/28	63	47
2015/11/29	64	46
2015/11/30	64	47
2015/12/01	64	47
2015/12/02	65	48
2015/12/03	65	48
2015/12/04	69	52
2015/12/05	70	55
2015/12/06	71	56
2015/12/07	71	56
2015/12/08	72	56
2015/12/09	72	56
2015/12/10	72	57
2015/12/11	71	57
2015/12/12	72	57
2015/12/13	72	57
2015/12/14	72	56
2015/12/15	71	56
2015/12/16	71	56
2015/12/17	71	56
2015/12/18	71	56
2015/12/19	71	56
2015/12/20	71	55
2015/12/21	71	55
2015/12/22	71	55
2015/12/23	73	58
2015/12/24	72	57
2015/12/25	72	57
2015/12/26	72	57
2015/12/27	72	56
2015/12/28	71	56
2015/12/29	71	55
2015/12/30	71	55
2015/12/31	70	54
2016/01/01	70	54
2016/01/02	70	54
2016/01/03	70	54
2016/01/04	70	54
2016/01/05	70	53
2016/01/06	71	54
2016/01/07	71	53
2016/01/08	70	53
2016/01/09	70	53
2016/01/10	71	54
2016/01/11	70	53
2016/01/12	71	53
2016/01/13	70	53
2016/01/14	70	52
2016/01/15	71	53
2016/01/16	72	55
2016/01/17	73	55
2016/01/18	72	55
2016/01/19	72	54
2016/01/20	71	53
2016/01/21	71	53
2016/01/22	72	54
2016/01/23	73	56
2016/01/24	73	55
2016/01/25	73	55
2016/01/26	73	56
2016/01/27	78	63
2016/01/28	83	70
2016/01/29	83	71
2016/01/30	84	71
2016/01/31	84	72
2016/02/01	85	73
2016/02/02	86	74
2016/02/03	87	75
2016/02/04	88	75
2016/02/05	89	76
2016/02/06	89	76
2016/02/07	90	76
2016/02/08	90	76
2016/02/09	91	76
2016/02/10	92	76
2016/02/11	92	77
2016/02/12	93	77
2016/02/13	94	77
2016/02/14	95	78
2016/02/15	95	79
2016/02/16	97	80
2016/02/17	97	80
2016/02/18	98	81
2016/02/19	99	81
2016/02/20	99	82
2016/02/21	99	82
2016/02/22	99	82
2016/02/23	99	82
2016/02/24	99	82
2016/02/25	98	81
2016/02/26	98	80
2016/02/27	97	79
2016/02/28	97	79
2016/02/29	97	79
2016/03/01	97	79
2016/03/02	97	79
2016/03/03	97	78
2016/03/04	96	78
2016/03/05	95	77
2016/03/06	95	77
2016/03/07	95	76
2016/03/08	94	76
2016/03/09	94	76
2016/03/10	93	75
2016/03/11	92	75
2016/03/12	91	74
2016/03/13	90	73
2016/03/14	89	72
2016/03/15	88	71
2016/03/16	87	69
2016/03/17	86	68
2016/03/18	85	67
2016/03/19	84	67
2016/03/20	84	66
2016/03/21	82	65
2016/03/22	81	63
2016/03/23	81	63
2016/03/24	80	62
2016/03/25	80	63
2016/03/26	79	63
2016/03/27	78	62
2016/03/28	78	61
2016/03/29	77	61
2016/03/30	77	61
2016/03/31	76	60
2016/04/01	76	59
2016/04/02	75	59
2016/04/03	74	58
2016/04/04	73	57
2016/04/05	72	56
2016/04/06	72	55
2016/04/07	71	54
2016/04/08	70	54
2016/04/09	69	53
2016/04/10	68	52
2016/04/11	67	51
2016/04/12	67	50
2016/04/13	66	49
2016/04/14	65	48
2016/04/15	64	48
2016/04/16	64	47
2016/04/17	64	48
2016/04/18	63	47
2016/04/19	62	46
2016/04/20	61	45
2016/04/21	60	44
2016/04/22	59	43
2016/04/23	64	50
2016/04/24	63	48
2016/04/25	62	47
2016/04/26	61	46
2016/04/27	60	45
2016/04/28	59	44
2016/04/29	58	43
2016/04/30	57	42
2016/05/01	56	41
2016/05/02	55	40
2016/05/03	54	39
2016/05/04	54	38
2016/05/05	59	43
2016/05/06	58	42
2016/05/07	56	41
2016/05/08	55	40
2016/05/09	55	39
2016/05/10	54	38
2016/05/11	53	37
2016/05/12	52	36
2016/05/13	51	35
2016/05/14	51	36
2016/05/15	50	35
2016/05/16	50	35
2016/05/17	51	36
2016/05/18	54	42
2016/05/19	53	43
2016/05/20	53	43
2016/05/21	53	43
2016/05/22	52	43
2016/05/23	52	43
2016/05/24	52	43
2016/05/25	52	43
2016/05/26	51	43
2016/05/27	51	42
2016/05/28	50	42
2016/05/29	50	42
2016/05/30	52	45
2016/05/31	52	45
2016/06/01	52	45
2016/06/02	52	44
2016/06/03	52	44
2016/06/04	51	43
2016/06/05	51	42
2016/06/06	50	42
2016/06/07	50	43
2016/06/08	51	43
2016/06/09	52	44
2016/06/10	54	46
2016/06/11	54	46
2016/06/12	54	47
2016/06/13	54	47
2016/06/14	55	47
2016/06/15	54	47
2016/06/16	54	47
2016/06/17	53	46
2016/06/18	54	47
2016/06/19	53	47
2016/06/20	53	47
2016/06/21	53	46
2016/06/22	53	46
2016/06/23	52	46
2016/06/24	53	49
2016/06/25	53	49
2016/06/26	53	50
2016/06/27	54	50
2016/06/28	55	50
2016/06/29	55	50
2016/06/30	55	51
2016/07/01	59	54
2016/07/02	60	58
2016/07/03	60	58
2016/07/04	60	58
2016/07/05	60	57
2016/07/06	60	57
2016/07/07	59	56
2016/07/08	59	56
2016/07/09	59	56
2016/07/10	59	56
2016/07/11	59	55
2016/07/12	59	54
2016/07/13	59	54
2016/07/14	59	53
2016/07/15	59	53
2016/07/16	59	53
2016/07/17	59	53
2016/07/18	58	52
2016/07/19	58	51
2016/07/20	58	51
2016/07/21	58	51
2016/07/22	58	50
2016/07/23	61	54
2016/07/24	61	54
2016/07/25	63	55
2016/07/26	63	55
2016/07/27	62	54
2016/07/28	61	53
2016/07/29	61	52
2016/07/30	60	51
2016/07/31	60	51
2016/08/01	60	51
2016/08/02	59	51
2016/08/03	64	56
2016/08/04	64	56
2016/08/05	65	59
2016/08/06	65	57
2016/08/07	64	57
2016/08/08	65	57
2016/08/09	67	58
2016/08/10	67	60
2016/08/11	66	59
2016/08/12	67	62
2016/08/13	67	61
2016/08/14	66	61
2016/08/15	66	60
2016/08/16	66	60
2016/08/17	68	61
2016/08/18	68	61
2016/08/19	67	60
2016/08/20	67	60
2016/08/21	66	59
2016/08/22	66	59
2016/08/23	66	59
2016/08/24	65	59
2016/08/25	65	60
2016/08/26	67	63
2016/08/27	67	62
2016/08/28	67	62
2016/08/29	68	61
2016/08/30	70	62
2016/08/31	72	64
2016/09/01	72	65
2016/09/02	72	64
2016/09/03	72	64
2016/09/04	72	65
2016/09/05	71	64
2016/09/06	72	64
2016/09/07	74	69
2016/09/08	75	68
2016/09/09	75	68
2016/09/10	75	67
2016/09/11	76	67
2016/09/12	76	66
2016/09/13	76	66
2016/09/14	77	66
2016/09/15	77	66
2016/09/16	77	66
2016/09/17	77	65
2016/09/18	77	65
2016/09/19	78	64
2016/09/20	78	64
2016/09/21	77	64
2016/09/22	77	63
2016/09/23	77	63
2016/09/24	76	63
2016/09/25	76	63
2016/09/26	76	63
2016/09/27	76	62
2016/09/28	76	62
2016/09/29	75	62
2016/09/30	75	62
2016/10/01	75	62
2016/10/02	75	62
2016/10/03	75	62
2016/10/04	77	64
2016/10/05	76	64
2016/10/06	77	64
2016/10/07	79	67
2016/10/08	79	67
2016/10/09	78	66
2016/10/10	78	66
2016/10/11	77	65
2016/10/12	77	65
2016/10/13	76	65
2016/10/14	76	64
2016/10/15	76	64
2016/10/16	76	65
2016/10/17	76	64
2016/10/18	76	64
2016/10/19	75	63
2016/10/20	75	62
2016/10/21	75	62
2016/10/22	74	61
2016/10/23	73	60
2016/10/24	73	60
2016/10/25	73	59
2016/10/26	72	59
2016/10/27	73	59
2016/10/28	73	58
2016/10/29	72	58
2016/10/30	73	58
2016/10/31	73	58
2016/11/01	73	57
2016/11/02	73	57
2016/11/03	72	57
2016/11/04	72	56
2016/11/05	72	55
2016/11/06	71	55
2016/11/07	71	54
2016/11/08	70	54
2016/11/09	70	53
2016/11/10	70	53
2016/11/11	69	52
2016/11/12	68	52
2016/11/13	68	51
2016/11/14	68	50
2016/11/15	67	50
2016/11/16	67	49
2016/11/17	66	48
2016/11/18	65	48
2016/11/19	65	47
2016/11/20	64	47
2016/11/21	64	46
2016/11/22	63	45
2016/11/23	62	45
2016/11/24	62	44
2016/11/25	62	44
2016/11/26	62	44
2016/11/27	61	43
2016/11/28	61	42
2016/11/29	61	42
2016/11/30	60	42
2016/12/01	60	41
2016/12/02	60	41
2016/12/03	59	41
2016/12/04	59	40
2016/12/05	59	40
2016/12/06	59	39
2016/12/07	59	39
2016/12/08	58	39
2016/12/09	58	38
2016/12/10	57	37
2016/12/11	57	37
2016/12/12	58	37
2016/12/13	57	37
2016/12/14	57	36
2016/12/15	57	36
2016/12/16	57	36
2016/12/17	56	35
2016/12/18	56	35
2016/12/19	56	35
2016/12/20	56	34
2016/12/21	55	34
2016/12/22	55	34
2016/12/23	55	33
2016/12/24	55	33
2016/12/25	54	33
2016/12/26	54	32
2016/12/27	54	32
2016/12/28	53	31
2016/12/29	53	31
2016/12/30	52	30
2016/12/31	51	30
2017/01/01	51	29
2017/01/02	51	29
2017/01/03	50	28
2017/01/04	50	28
2017/01/05	50	28
2017/01/06	50	28
2017/01/07	50	28
2017/01/08	50	28
2017/01/09	49	27
2017/01/10	48	26
2017/01/11	48	26
2017/01/12	48	26
2017/01/13	48	26
2017/01/14	47	26
2017/01/15	47	26
2017/01/16	47	26
2017/01/17	47	25
2017/01/18	46	25
2017/01/19	46	24
2017/01/20	45	24
2017/01/21	45	24
2017/01/22	45	23
2017/01/23	47	26
2017/01/24	46	26
2017/01/25	46	25
2017/01/26	45	25
2017/01/27	45	24
2017/01/28	44	24
2017/01/29	45	25
2017/01/30	47	26
2017/01/31	46	25
2017/02/01	46	25
2017/02/02	45	25
2017/02/03	45	24
2017/02/04	44	24
2017/02/05	44	24
2017/02/06	44	23
2017/02/07	44	23
2017/02/08	43	23
2017/02/09	43	22
2017/02/10	42	22
2017/02/11	42	22
2017/02/12	41	21
2017/02/13	41	21
2017/02/14	41	20
2017/02/15	40	20
2017/02/16	40	19
2017/02/17	39	19
2017/02/18	39	18
2017/02/19	39	18
2017/02/20	38	17
2017/02/21	38	17
2017/02/22	40	20
2017/02/23	41	21
2017/02/24	40	21
2017/02/25	40	20
2017/02/26	39	20
2017/02/27	39	19
2017/02/28	38	19
2017/03/01	38	18
2017/03/02	37	17
2017/03/03	37	17
2017/03/04	36	16
2017/03/05	36	15
2017/03/06	35	15
2017/03/07	35	14
2017/03/08	35	13
2017/03/09	34	13
2017/03/10	34	13
2017/03/11	33	12
2017/03/12	33	12
2017/03/13	33	12
2017/03/14	35	15
2017/03/15	34	14
2017/03/16	34	13
2017/03/17	33	12
2017/03/18	33	12
2017/03/19	32	11
2017/03/20	32	10
2017/03/21	31	10
2017/03/22	31	9
2017/03/23	30	9
2017/03/24	30	9
2017/03/25	30	8
2017/03/26	29	7
2017/03/27	29	7
2017/03/28	29	6
2017/03/29	28	5
2017/03/30	28	5
2017/03/31	27	4
2017/04/01	27	3
2017/04/02	26	3
2017/04/03	27	3
2017/04/04	27	2
2017/04/05	26	2
2017/04/06	26	1
2017/04/07	25	0
2017/04/08	24	-1
2017/04/09	23	-2
2017/04/10	22	-3
2017/04/11	21	-4
2017/04/12	21	-5
2017/04/13	21	-4
2017/04/14	20	-5
2017/04/15	19	-6
2017/04/16	18	-7
2017/04/17	18	-8
2017/04/18	17	-9
2017/04/19	17	-10
2017/04/20	16	-11
2017/04/21	15	-13
2017/04/22	14	-15
2017/04/23	18	-1
2017/04/24	19	-1
2017/04/25	18	-3
2017/04/26	18	-4
2017/04/27	18	-2
2017/04/28	17	-4
2017/04/29	16	-6
2017/04/30	15	-7
2017/05/01	15	-6
2017/05/02	17	-5
2017/05/03	20	-1
2017/05/04	20	-2
2017/05/05	21	-3
2017/05/06	20	-3
2017/05/07	19	-5
2017/05/08	18	-7
2017/05/09	17	-8
2017/05/10	16	-9
2017/05/11	15	-11
2017/05/12	14	-12
2017/05/13	13	-14
2017/05/14	15	-11
2017/05/15	15	-10
2017/05/16	14	-11
2017/05/17	13	-12
2017/05/18	12	-14
2017/05/19	12	-14
2017/05/20	10	-16
2017/05/21	10	-17
2017/05/22	8	-18
2017/05/23	8	-19
2017/05/24	7	-20
2017/05/25	12	-9
2017/05/26	13	-8
2017/05/27	13	-10
2017/05/28	12	-11
2017/05/29	11	-13
2017/05/30	12	-13
2017/05/31	11	-14
2017/06/01	10	-14
2017/06/02	10	-7
2017/06/03	11	-6
2017/06/04	15	4
2017/06/05	16	9
2017/06/06	42	30
2017/06/07	58	52
2017/06/08	61	56
2017/06/09	62	58
2017/06/10	63	59
2017/06/11	65	62
2017/06/12	66	62
2017/06/13	67	64
2017/06/14	69	64
2017/06/15	70	65
2017/06/16	71	65
2017/06/17	72	67
2017/06/18	74	68
2017/06/19	76	69
2017/06/20	77	70
2017/06/21	78	70
2017/06/22	79	70
2017/06/23	79	70
2017/06/24	79	69
2017/06/25	80	69
2017/06/26	80	68
2017/06/27	83	70
2017/06/28	83	70
2017/06/29	83	70
2017/06/30	84	70
2017/07/01	83	70
2017/07/02	83	70
2017/07/03	83	70
2017/07/04	84	69
2017/07/05	84	69
2017/07/06	83	69
2017/07/07	84	69
2017/07/08	83	69
2017/07/09	84	69
2017/07/10	84	69
2017/07/11	84	69
2017/07/12	85	69
2017/07/13	90	77
2017/07/14	90	76
2017/07/15	90	76
2017/07/16	90	76
2017/07/17	90	75
2017/07/18	91	76
2017/07/19	90	75
2017/07/20	90	75
2017/07/21	93	77
2017/07/22	92	77
2017/07/23	92	76
2017/07/24	91	76
2017/07/25	91	75
2017/07/26	90	74
2017/07/27	90	74
2017/07/28	89	73
2017/07/29	89	74
2017/07/30	90	74
2017/07/31	92	76
2017/08/01	92	77
2017/08/02	92	78
2017/08/03	92	78
2017/08/04	92	77
2017/08/05	91	76
2017/08/06	90	75
2017/08/07	89	75
2017/08/08	89	74
2017/08/09	87	72
2017/08/10	86	72
2017/08/11	88	74
2017/08/12	88	74
2017/08/13	88	74
2017/08/14	87	72
2017/08/15	86	72
2017/08/16	85	71
2017/08/17	84	70
2017/08/18	85	71
2017/08/19	85	70
2017/08/20	85	70
2017/08/21	84	69
2017/08/22	83	68
2017/08/23	82	68
2017/08/24	83	68
2017/08/25	89	76
2017/08/26	89	75
2017/08/27	88	75
2017/08/28	88	74
2017/08/29	87	74
2017/08/30	86	73
2017/08/31	86	73
2017/09/01	85	72
2017/09/02	86	73
2017/09/03	85	72
2017/09/04	85	73
2017/09/05	85	72
2017/09/06	85	73
2017/09/07	86	74
2017/09/08	89	76
2017/09/09	90	77
2017/09/10	107	98
2017/09/11	109	99
2017/09/12	108	101
2017/09/13	109	101
2017/09/14	110	101
2017/09/15	111	101
2017/09/16	112	101
2017/09/17	112	101
2017/09/18	111	100
2017/09/19	111	100
2017/09/20	111	100
2017/09/21	111	100
2017/09/22	112	100
2017/09/23	112	100
2017/09/24	112	100
2017/09/25	113	100
2017/09/26	113	100
2017/09/27	114	101
2017/09/28	114	101
2017/09/29	116	102
2017/09/30	118	103
2017/10/01	118	103
2017/10/02	120	104
2017/10/03	121	105
2017/10/04	123	108
2017/10/05	126	111
2017/10/06	127	111
2017/10/07	127	111
2017/10/08	127	111
2017/10/09	126	110
2017/10/10	126	110
2017/10/11	126	110
2017/10/12	126	109
2017/10/13	127	110
2017/10/14	126	109
2017/10/15	126	109
2017/10/16	125	108
2017/10/17	126	108
2017/10/18	127	109
2017/10/19	125	108
2017/10/20	125	108
2017/10/21	125	108
2017/10/22	124	107
2017/10/23	123	106
2017/10/24	123	106
2017/10/25	123	105
2017/10/26	122	104
2017/10/27	122	104
2017/10/28	122	104
2017/10/29	127	109
2017/10/30	126	108
2017/10/31	125	107
2017/11/01	124	106
2017/11/02	123	106
2017/11/03	123	105
2017/11/04	122	105
2017/11/05	121	104
2017/11/06	121	103
2017/11/07	120	103
2017/11/08	119	102
2017/11/09	118	101
2017/11/10	117	100
2017/11/11	116	100
2017/11/12	115	99
2017/11/13	115	98
2017/11/14	114	97
2017/11/15	112	96
2017/11/16	111	95
2017/11/17	110	94
2017/11/18	109	93
2017/11/19	108	91
2017/11/20	107	90
2017/11/21	106	90
2017/11/22	105	89
2017/11/23	105	88
2017/11/24	104	88
2017/11/25	103	87
2017/11/26	102	86
2017/11/27	101	85
2017/11/28	100	84
2017/11/29	99	83
2017/11/30	98	83
2017/12/01	97	81
2017/12/02	96	81
2017/12/03	95	80
2017/12/04	94	79
2017/12/05	93	78
2017/12/06	92	77
2017/12/07	92	76
2017/12/08	90	75
2017/12/09	90	75
2017/12/10	89	74
2017/12/11	88	73
2017/12/12	86	72
2017/12/13	85	71
2017/12/14	84	70
2017/12/15	83	69
2017/12/16	82	69
2017/12/17	82	68
2017/12/18	81	67
2017/12/19	80	67
2017/12/20	80	66
2017/12/21	79	65
2017/12/22	78	64
2017/12/23	78	64
2017/12/24	78	63
2017/12/25	77	63
2017/12/26	76	62
2017/12/27	76	61
2017/12/28	76	61
2017/12/29	76	60
2017/12/30	75	59
2017/12/31	74	59
2018/01/01	74	58
2018/01/02	73	57
2018/01/03	73	57
2018/01/04	72	56
2018/01/05	71	55
2018/01/06	70	54
2018/01/07	70	54
2018/01/08	69	53
2018/01/09	69	52
2018/01/10	69	52
2018/01/11	69	52
2018/01/12	69	51
2018/01/13	69	51
2018/01/14	68	51
2018/01/15	68	50
2018/01/16	67	50
2018/01/17	67	49
2018/01/18	66	48
2018/01/19	66	48
2018/01/20	66	47
2018/01/21	65	47
2018/01/22	65	47
2018/01/23	65	46
2018/01/24	64	46
2018/01/25	64	45
2018/01/26	63	45
2018/01/27	63	44
2018/01/28	63	44
2018/01/29	62	43
2018/01/30	62	43
2018/01/31	61	42
2018/02/01	60	41
2018/02/02	60	41
2018/02/03	59	40
2018/02/04	59	40
2018/02/05	59	39
2018/02/06	58	39
2018/02/07	58	38
2018/02/08	57	38
2018/02/09	57	37
2018/02/10	56	37
2018/02/11	56	36
2018/02/12	56	36
2018/02/13	55	35
2018/02/14	54	34
2018/02/15	54	34
2018/02/16	53	33
2018/02/17	53	32
2018/02/18	52	32
2018/02/19	52	32
2018/02/20	51	31
2018/02/21	51	31
2018/02/22	51	30
2018/02/23	50	30
2018/02/24	50	29
2018/02/25	49	29
2018/02/26	48	28
2018/02/27	48	27
2018/02/28	47	27
2018/03/01	46	26
2018/03/02	46	25
2018/03/03	45	24
2018/03/04	44	24
2018/03/05	44	23
2018/03/06	43	23
2018/03/07	43	22
2018/03/08	42	22
2018/03/09	42	21
2018/03/10	41	21
2018/03/11	41	21
