

Water depth (cm)
======
	02	03
2018/03/12	41	21
2018/03/13	41	21
2018/03/14	40	20
2018/03/15	39	19
2018/03/16	39	19
2018/03/17	38	18
2018/03/18	38	17
2018/03/19	37	17
2018/03/20	37	16
2018/03/21	36	16
2018/03/22	35	15
2018/03/23	35	14
2018/03/24	34	13
2018/03/25	34	13
2018/03/26	33	12
2018/03/27	32	12
2018/03/28	32	11
2018/03/29	31	10
2018/03/30	31	10
2018/03/31	30	9
2018/04/01	30	9
2018/04/02	29	8
2018/04/03	28	7
2018/04/04	28	6
2018/04/05	27	6
2018/04/06	26	5
2018/04/07	26	4
2018/04/08	25	4
2018/04/09	25	3
2018/04/10	24	2
2018/04/11	23	1
2018/04/12	22	0
2018/04/13	21	-1
2018/04/14	20	-2
2018/04/15	20	-3
2018/04/16	20	-3
2018/04/17	18	-5
2018/04/18	17	-6
2018/04/19	16	-7
2018/04/20	16	-8
2018/04/21	15	-9
2018/04/22	15	-8
2018/04/23	18	-3
2018/04/24	23	0
2018/04/25	21	-2
2018/04/26	20	-4
2018/04/27	20	-5
2018/04/28	19	0
2018/04/29	17	-2
2018/04/30	16	-4
2018/05/01	15	-6
2018/05/02	14	-8
2018/05/03	14	-7
2018/05/04	15	-5
2018/05/05	15	-4
2018/05/06	15	-4
2018/05/07	15	-4
2018/05/08	15	-4
2018/05/09	14	-4
2018/05/10	14	-5
2018/05/11	13	-7
2018/05/12	12	-8
2018/05/13	13	-6
2018/05/14	17	-2
2018/05/15	19	0
2018/05/16	28	10
2018/05/17	33	13
2018/05/18	33	13
2018/05/19	34	14
2018/05/20	37	17
2018/05/21	40	19
2018/05/22	40	19
2018/05/23	40	19
2018/05/24	40	19
2018/05/25	42	21
2018/05/26	43	23
2018/05/27	46	26
2018/05/28	48	28
2018/05/29	47	28
2018/05/30	48	28
2018/05/31	52	33
2018/06/01	53	35
2018/06/02	53	35
2018/06/03	53	36
2018/06/04	53	36
2018/06/05	52	35
2018/06/06	52	35
2018/06/07	52	35
2018/06/08	53	36
2018/06/09	55	39
2018/06/10	55	39
2018/06/11	56	39
2018/06/12	57	40
2018/06/13	57	40
2018/06/14	58	40
2018/06/15	59	41
2018/06/16	60	41
2018/06/17	60	42
2018/06/18	61	43
2018/06/19	61	43
2018/06/20	62	44
2018/06/21	62	44
2018/06/22	64	46
2018/06/23	64	47
2018/06/24	65	48
2018/06/25	67	49
2018/06/26	67	50
2018/06/27	68	50
2018/06/28	68	51
2018/06/29	69	51
2018/06/30	70	51
2018/07/01	70	52
2018/07/02	70	52
2018/07/03	71	53
2018/07/04	71	53
2018/07/05	70	53
2018/07/06	71	53
2018/07/07	71	54
2018/07/08	72	56
2018/07/09	71	55
2018/07/10	71	55
2018/07/11	71	55
2018/07/12	71	55
2018/07/13	71	56
2018/07/14	71	57
2018/07/15	71	57
2018/07/16	71	58
2018/07/17	72	58
2018/07/18	72	58
2018/07/19	71	58
2018/07/20	71	58
2018/07/21	71	57
2018/07/22	70	57
2018/07/23	70	57
2018/07/24	70	57
2018/07/25	71	58
2018/07/26	71	60
2018/07/27	72	60
2018/07/28	72	61
2018/07/29	73	60
2018/07/30	73	60
2018/07/31	73	60
2018/08/01	74	61
2018/08/02	74	61
2018/08/03	73	61
2018/08/04	72	60
2018/08/05	72	60
2018/08/06	71	59
2018/08/07	70	58
2018/08/08	70	57
2018/08/09	69	57
2018/08/10	69	56
2018/08/11	70	57
2018/08/12	70	58
2018/08/13	70	58
2018/08/14	70	57
2018/08/15	69	57
2018/08/16	69	56
2018/08/17	68	55
2018/08/18	68	55
2018/08/19	67	55
2018/08/20	68	55
2018/08/21	70	57
2018/08/22	69	57
2018/08/23	69	56
2018/08/24	68	56
2018/08/25	70	56
2018/08/26	69	56
2018/08/27	69	56
2018/08/28	70	56
2018/08/29	69	56
2018/08/30	69	56
2018/08/31	69	55
2018/09/01	68	55
2018/09/02	68	54
2018/09/03	74	61
2018/09/04	77	63
2018/09/05	77	63
2018/09/06	76	63
2018/09/07	76	62
2018/09/08	75	62
2018/09/09	76	63
2018/09/10	76	62
2018/09/11	76	62
2018/09/12	76	62
2018/09/13	76	62
2018/09/14	75	62
2018/09/15	76	63
2018/09/16	75	62
2018/09/17	75	61
2018/09/18	74	61
2018/09/19	74	60
2018/09/20	75	60
2018/09/21	74	60
2018/09/22	74	60
2018/09/23	74	60
2018/09/24	73	59
2018/09/25	73	59
2018/09/26	72	58
2018/09/27	71	58
2018/09/28	71	57
2018/09/29	70	57
2018/09/30	70	56
2018/10/01	69	56
2018/10/02	69	55
2018/10/03	68	54
2018/10/04	68	54
2018/10/05	67	53
2018/10/06	67	53
2018/10/07	67	53
2018/10/08	67	53
2018/10/09	66	52
2018/10/10	66	51
2018/10/11	66	51
2018/10/12	65	51
2018/10/13	65	50
2018/10/14	64	49
2018/10/15	64	49
2018/10/16	63	48
2018/10/17	62	47
2018/10/18	62	47
2018/10/19	61	46
2018/10/20	60	45
2018/10/21	60	45
2018/10/22	59	44
2018/10/23	58	43
2018/10/24	58	43
2018/10/25	57	42
2018/10/26	57	42
2018/10/27	56	41
2018/10/28	55	40
2018/10/29	55	40
2018/10/30	54	39
2018/10/31	53	38
2018/11/01	53	38
2018/11/02	53	37
2018/11/03	54	39
2018/11/04	54	39
2018/11/05	53	38
2018/11/06	53	37
2018/11/07	52	37
2018/11/08	52	36
2018/11/09	52	36
2018/11/10	51	35
2018/11/11	51	35
2018/11/12	51	34
2018/11/13	50	34
2018/11/14	50	34
2018/11/15	51	34
2018/11/16	50	33
2018/11/17	49	33
2018/11/18	49	32
2018/11/19	49	32
2018/11/20	50	32
2018/11/21	49	32
2018/11/22	49	32
2018/11/23	49	31
2018/11/24	49	31
2018/11/25	48	31
2018/11/26	48	30
2018/11/27	47	30
2018/11/28	47	29
2018/11/29	46	29
2018/11/30	46	28
2018/12/01	46	28
2018/12/02	45	28
2018/12/03	45	27
2018/12/04	45	27
2018/12/05	45	28
2018/12/06	45	28
2018/12/07	45	27
2018/12/08	44	27
2018/12/09	44	27
2018/12/10	44	26
2018/12/11	43	26
2018/12/12	43	25
2018/12/13	42	25
2018/12/14	42	25
2018/12/15	42	25
2018/12/16	42	25
2018/12/17	42	24
2018/12/18	42	24
2018/12/19	41	24
2018/12/20	41	24
2018/12/21	44	26
2018/12/22	43	26
2018/12/23	43	26
2018/12/24	43	25
2018/12/25	42	25
2018/12/26	42	25
2018/12/27	42	25
2018/12/28	42	24
2018/12/29	41	24
2018/12/30	41	24
2018/12/31	41	23
2019/01/01	41	23
2019/01/02	40	23
2019/01/03	40	22
2019/01/04	40	22
2019/01/05	39	22
2019/01/06	39	21
2019/01/07	38	21
2019/01/08	38	21
2019/01/09	38	20
2019/01/10	37	20
2019/01/11	37	19
2019/01/12	37	19
2019/01/13	36	19
2019/01/14	36	19
2019/01/15	36	18
2019/01/16	35	18
2019/01/17	35	17
2019/01/18	34	17
2019/01/19	34	17
2019/01/20	34	17
2019/01/21	34	16
2019/01/22	34	16
2019/01/23	33	16
2019/01/24	34	17
2019/01/25	35	18
2019/01/26	38	21
2019/01/27	45	28
2019/01/28	47	31
2019/01/29	47	31
2019/01/30	47	31
2019/01/31	47	31
2019/02/01	47	32
2019/02/02	47	32
2019/02/03	47	32
2019/02/04	47	32
2019/02/05	47	32
2019/02/06	47	31
2019/02/07	46	31
2019/02/08	46	31
2019/02/09	46	31
2019/02/10	46	30
2019/02/11	45	30
2019/02/12	46	30
2019/02/13	49	32
2019/02/14	49	33
2019/02/15	49	33
2019/02/16	49	33
2019/02/17	48	33
2019/02/18	48	33
2019/02/19	48	33
2019/02/20	48	33
2019/02/21	48	32
2019/02/22	47	32
2019/02/23	47	32
2019/02/24	47	31
2019/02/25	46	31
2019/02/26	46	31
2019/02/27	46	31
2019/02/28	46	31
2019/03/01	45	31
2019/03/02	45	30
2019/03/03	45	30
2019/03/04	44	29
2019/03/05	44	29
2019/03/06	43	28
2019/03/07	42	27
2019/03/08	42	27
2019/03/09	42	27
2019/03/10	41	26
2019/03/11	41	26
2019/03/12	40	25
2019/03/13	40	25
2019/03/14	39	24
2019/03/15	39	24
2019/03/16	39	24
2019/03/17	39	24
2019/03/18	38	24
2019/03/19	41	27
2019/03/20	42	27
2019/03/21	41	27
2019/03/22	41	26
2019/03/23	40	26
2019/03/24	40	25
2019/03/25	40	25
2019/03/26	39	24
2019/03/27	39	24
2019/03/28	38	23
2019/03/29	37	22
2019/03/30	37	22
2019/03/31	37	21
2019/04/01	36	20
2019/04/02	36	20
2019/04/03	35	19
2019/04/04	35	19
2019/04/05	35	19
2019/04/06	35	18
2019/04/07	34	17
2019/04/08	34	17
2019/04/09	34	17
2019/04/10	34	18
2019/04/11	34	16
2019/04/12	33	16
2019/04/13	32	15
2019/04/14	32	14
2019/04/15	33	14
2019/04/16	32	14
2019/04/17	31	13
2019/04/18	31	12
2019/04/19	30	12
2019/04/20	32	15
2019/04/21	31	13
2019/04/22	30	13
2019/04/23	30	12
2019/04/24	29	11
2019/04/25	28	10
2019/04/26	27	9
2019/04/27	27	8
2019/04/28	26	7
2019/04/29	25	6
2019/04/30	24	5
2019/05/01	23	4
2019/05/02	24	6
2019/05/03	26	8
2019/05/04	32	16
2019/05/05	32	16
2019/05/06	32	17
2019/05/07	32	18
2019/05/08	35	18
2019/05/09	34	18
2019/05/10	38	21
2019/05/11	38	21
2019/05/12	38	21
2019/05/13	38	22
2019/05/14	38	22
2019/05/15	37	21
2019/05/16	36	21
2019/05/17	36	20
2019/05/18	35	20
2019/05/19	35	19
2019/05/20	35	19
2019/05/21	35	18
2019/05/22	34	17
2019/05/23	33	16
2019/05/24	32	15
2019/05/25	31	14
2019/05/26	30	13
2019/05/27	29	12
2019/05/28	28	11
2019/05/29	27	9
2019/05/30	26	8
2019/05/31	25	7
2019/06/01	24	5
2019/06/02	23	4
2019/06/03	25	4
2019/06/04	25	4
2019/06/05	26	6
2019/06/06	25	6
2019/06/07	25	5
2019/06/08	26	7
2019/06/09	29	11
2019/06/10	30	13
2019/06/11	30	13
2019/06/12	35	19
2019/06/13	37	20
2019/06/14	41	23
2019/06/15	42	25
2019/06/16	43	26
2019/06/17	43	27
2019/06/18	46	30
2019/06/19	46	31
2019/06/20	46	31
2019/06/21	45	31
2019/06/22	44	30
2019/06/23	44	30
2019/06/24	43	29
2019/06/25	43	29
2019/06/26	43	29
2019/06/27	44	31
2019/06/28	43	30
2019/06/29	44	31
2019/06/30	44	32
2019/07/01	44	32
2019/07/02	44	31
2019/07/03	43	31
2019/07/04	43	31
2019/07/05	44	32
2019/07/06	46	34
2019/07/07	46	33
2019/07/08	47	34
2019/07/09	48	35
2019/07/10	47	35
2019/07/11	47	35
2019/07/12	47	35
2019/07/13	47	35
2019/07/14	46	34
2019/07/15	45	33
2019/07/16	43	30
2019/07/17	42	29
2019/07/18	42	29
2019/07/19	42	28
2019/07/20	45	34
2019/07/21	46	35
2019/07/22	47	37
2019/07/23	48	38
2019/07/24	48	39
2019/07/25	48	39
2019/07/26	48	40
2019/07/27	50	43
2019/07/28	50	42
2019/07/29	52	42
2019/07/30	54	46
2019/07/31	55	47
2019/08/01	55	47
2019/08/02	56	48
2019/08/03	57	49
2019/08/04	57	50
2019/08/05	59	51
2019/08/06	59	51
2019/08/07	59	52
2019/08/08	60	52
2019/08/09	60	53
2019/08/10	61	54
2019/08/11	61	53
2019/08/12	62	55
2019/08/13	62	56
2019/08/14	64	57
2019/08/15	64	56
2019/08/16	64	56
2019/08/17	64	56
2019/08/18	65	57
2019/08/19	66	57
2019/08/20	66	58
2019/08/21	66	57
2019/08/22	66	57
2019/08/23	66	57
2019/08/24	65	57
2019/08/25	66	57
2019/08/26	66	57
2019/08/27	66	57
2019/08/28	66	56
2019/08/29	66	56
2019/08/30	67	57
2019/08/31	67	57
2019/09/01	67	57
2019/09/02	67	57
2019/09/03	67	57
2019/09/04	67	57
2019/09/05	67	56
2019/09/06	67	56
2019/09/07	66	55
2019/09/08	66	55
2019/09/09	66	54
2019/09/10	66	54
2019/09/11	65	53
2019/09/12	65	53
2019/09/13	65	52
2019/09/14	65	52
2019/09/15	67	55
2019/09/16	66	55
2019/09/17	66	54
2019/09/18	66	53
2019/09/19	65	52
2019/09/20	65	52
2019/09/21	64	51
2019/09/22	64	51
2019/09/23	63	50
2019/09/24	63	49
2019/09/25	62	48
2019/09/26	61	47
2019/09/27	61	47
2019/09/28	60	46
2019/09/29	60	45
2019/09/30	59	45
2019/10/01	59	44
2019/10/02	59	44
2019/10/03	58	44
2019/10/04	58	44
2019/10/05	58	43
2019/10/06	57	43
2019/10/07	58	43
2019/10/08	61	47
2019/10/09	61	47
2019/10/10	63	51
2019/10/11	63	51
2019/10/12	62	50
2019/10/13	62	49
2019/10/14	62	48
2019/10/15	62	48
2019/10/16	61	47
2019/10/17	61	47
2019/10/18	63	49
2019/10/19	63	48
2019/10/20	62	48
2019/10/21	62	47
2019/10/22	61	47
2019/10/23	61	46
2019/10/24	60	45
2019/10/25	59	45
2019/10/26	60	45
2019/10/27	60	46
2019/10/28	60	46
2019/10/29	59	45
2019/10/30	59	44
2019/10/31	58	44
2019/11/01	58	43
2019/11/02	57	42
2019/11/03	57	42
2019/11/04	56	41
2019/11/05	56	41
2019/11/06	55	41
2019/11/07	55	40
2019/11/08	55	39
2019/11/09	54	40
2019/11/10	54	39
2019/11/11	53	38
2019/11/12	53	38
2019/11/13	52	37
2019/11/14	53	37
2019/11/15	53	37
2019/11/16	53	37
2019/11/17	52	36
2019/11/18	52	36
2019/11/19	52	35
2019/11/20	51	35
2019/11/21	51	34
2019/11/22	51	34
2019/11/23	50	33
2019/11/24	50	33
2019/11/25	50	33
2019/11/26	50	32
2019/11/27	49	32
2019/11/28	49	32
2019/11/29	49	31
2019/11/30	48	31
2019/12/01	48	31
2019/12/02	48	30
2019/12/03	47	30
2019/12/04	47	29
2019/12/05	47	29
2019/12/06	46	28
2019/12/07	46	28
2019/12/08	46	28
2019/12/09	45	28
2019/12/10	45	27
2019/12/11	45	27
2019/12/12	46	27
2019/12/13	45	27
2019/12/14	45	27
2019/12/15	45	27
2019/12/16	45	27
2019/12/17	44	26
2019/12/18	45	27
2019/12/19	44	27
2019/12/20	45	27
2019/12/21	45	27
2019/12/22	45	27
2019/12/23	47	30
2019/12/24	47	29
2019/12/25	47	29
2019/12/26	47	29
2019/12/27	47	30
2019/12/28	47	30
2019/12/29	47	30
2019/12/30	48	30
2019/12/31	48	30
2020/01/01	47	30
2020/01/02	47	30
2020/01/03	47	30
2020/01/04	47	29
2020/01/05	46	29
2020/01/06	46	28
2020/01/07	46	28
2020/01/08	45	28
2020/01/09	45	27
2020/01/10	45	27
2020/01/11	45	27
2020/01/12	45	27
2020/01/13	44	27
2020/01/14	44	27
2020/01/15	44	26
2020/01/16	44	26
2020/01/17	43	25
2020/01/18	43	25
2020/01/19	43	25
2020/01/20	43	25
2020/01/21	42	24
2020/01/22	41	24
2020/01/23	41	23
2020/01/24	41	23
2020/01/25	41	23
2020/01/26	40	22
2020/01/27	40	22
2020/01/28	40	22
2020/01/29	40	21
2020/01/30	41	22
2020/01/31	40	21
2020/02/01	44	25
2020/02/02	43	25
2020/02/03	43	25
2020/02/04	43	24
2020/02/05	42	24
2020/02/06	42	24
2020/02/07	43	25
2020/02/08	43	25
2020/02/09	43	25
2020/02/10	42	24
2020/02/11	42	24
2020/02/12	42	24
2020/02/13	42	24
2020/02/14	41	23
2020/02/15	41	23
2020/02/16	41	23
2020/02/17	40	22
2020/02/18	40	22
2020/02/19	39	22
2020/02/20	39	21
2020/02/21	39	21
2020/02/22	38	21
2020/02/23	38	20
2020/02/24	37	20
2020/02/25	37	19
2020/02/26	37	19
2020/02/27	37	19
2020/02/28	36	19
2020/02/29	36	18
2020/03/01	35	17
2020/03/02	35	17
2020/03/03	34	17
2020/03/04	34	16
2020/03/05	33	16
2020/03/06	33	15
2020/03/07	32	14
2020/03/08	32	14
2020/03/09	31	13
2020/03/10	31	13
2020/03/11	30	12
2020/03/12	30	12
2020/03/13	29	11
2020/03/14	29	10
2020/03/15	28	10
2020/03/16	27	9
2020/03/17	27	8
2020/03/18	26	8
2020/03/19	25	7
2020/03/20	24	6
2020/03/21	24	5
2020/03/22	23	4
2020/03/23	22	3
2020/03/24	22	2
2020/03/25	21	2
2020/03/26	20	1
2020/03/27	20	0
2020/03/28	19	-1
2020/03/29	18	-2
2020/03/30	17	-3
2020/03/31	16	-4
2020/04/01	17	-3
2020/04/02	16	-4
2020/04/03	14	-6
2020/04/04	14	-7
2020/04/05	13	-8
2020/04/06	12	-9
2020/04/07	11	-10
2020/04/08	10	-11
2020/04/09	9	-12
2020/04/10	8	-13
2020/04/11	8	-14
2020/04/12	13	-4
2020/04/13	13	-6
2020/04/14	11	-8
2020/04/15	9	-9
2020/04/16	9	-10
2020/04/17	7	-11
2020/04/18	12	-10
2020/04/19	11	-11
2020/04/20	9	-12
2020/04/21	7	-13
2020/04/22	7	-13
2020/04/23	6	-14
2020/04/24	4	-15
2020/04/25	5	-15
2020/04/26	5	-16
2020/04/27	10	-11
2020/04/28	8	-13
2020/04/29	6	-15
2020/04/30	5	-15
2020/05/01	6	-10
2020/05/02	5	-12
2020/05/03	3	-13
2020/05/04	2	-15
2020/05/05	1	-16
2020/05/06	-1	-18
2020/05/07	-2	-19
2020/05/08	-4	-21
2020/05/09	-5	-22
2020/05/10	-1	-21
2020/05/11	-2	-20
2020/05/12	-5	-23
2020/05/13	-6	-24
2020/05/14	-5	-25
2020/05/15	3	-14
2020/05/16	4	-12
2020/05/17	5	-12
2020/05/18	6	-13
2020/05/19	19	2
2020/05/20	19	1
2020/05/21	18	0
2020/05/22	17	-1
2020/05/23	16	-2
2020/05/24	22	5
2020/05/25	28	12
2020/05/26	37	21
2020/05/27	37	22
2020/05/28	37	22
2020/05/29	37	22
2020/05/30	36	21
2020/05/31	36	20
2020/06/01	35	20
2020/06/02	34	19
2020/06/03	35	21
2020/06/04	36	22
2020/06/05	39	27
2020/06/06	43	33
2020/06/07	43	33
2020/06/08	44	34
2020/06/09	44	33
2020/06/10	44	33
2020/06/11	44	33
2020/06/12	43	33
2020/06/13	43	32
2020/06/14	43	32
2020/06/15	43	32
2020/06/16	45	32
2020/06/17	45	32
2020/06/18	45	32
2020/06/19	50	34
2020/06/20	49	34
2020/06/21	49	34
2020/06/22	49	34
2020/06/23	49	34
2020/06/24	49	33
2020/06/25	49	33
2020/06/26	49	32
2020/06/27	49	32
2020/06/28	49	32
2020/06/29	48	31
2020/06/30	48	31
2020/07/01	48	30
2020/07/02	48	30
2020/07/03	48	30
2020/07/04	48	31
2020/07/05	48	31
2020/07/06	51	33
2020/07/07	52	34
2020/07/08	52	34
2020/07/09	52	34
2020/07/10	52	34
2020/07/11	52	34
2020/07/12	55	37
2020/07/13	56	39
2020/07/14	57	40
2020/07/15	57	40
2020/07/16	59	41
2020/07/17	59	40
2020/07/18	60	41
2020/07/19	60	41
2020/07/20	60	41
2020/07/21	60	42
2020/07/22	64	45
2020/07/23	65	46
2020/07/24	65	47
2020/07/25	65	48
2020/07/26	65	48
2020/07/27	69	51
2020/07/28	69	52
2020/07/29	69	53
2020/07/30	69	54
2020/07/31	69	54
2020/08/01	69	54
2020/08/02	69	54
2020/08/03	70	56
2020/08/04	71	57
2020/08/05	71	56
2020/08/06	72	57
2020/08/07	72	57
2020/08/08	72	57
2020/08/09	73	57
2020/08/10	73	58
2020/08/11	73	58
2020/08/12	74	60
2020/08/13	74	59
2020/08/14	74	59
2020/08/15	74	59
2020/08/16	74	59
2020/08/17	73	58
2020/08/18	73	58
2020/08/19	73	57
2020/08/20	73	58
2020/08/21	74	58
2020/08/22	74	58
2020/08/23	73	58
2020/08/24	74	58
2020/08/25	74	59
2020/08/26	73	58
2020/08/27	73	58
2020/08/28	72	57
2020/08/29	72	56
2020/08/30	71	56
2020/08/31	71	55
2020/09/01	71	55
2020/09/02	71	55
2020/09/03	70	54
2020/09/04	70	54
2020/09/05	69	54
2020/09/06	70	54
2020/09/07	71	54
2020/09/08	72	55
2020/09/09	73	57
2020/09/10	75	60
2020/09/11	75	61
2020/09/12	76	62
2020/09/13	76	62
2020/09/14	76	62
2020/09/15	76	62
2020/09/16	76	62
2020/09/17	75	62
2020/09/18	75	61
2020/09/19	74	61
2020/09/20	75	61
2020/09/21	75	61
2020/09/22	75	61
2020/09/23	74	60
2020/09/24	74	60
2020/09/25	76	62
2020/09/26	76	62
2020/09/27	76	62
2020/09/28	78	65
2020/09/29	78	65
2020/09/30	78	64
2020/10/01	78	64
2020/10/02	81	67
2020/10/03	81	67
2020/10/04	81	67
2020/10/05	82	67
2020/10/06	82	67
2020/10/07	82	67
2020/10/08	82	66
2020/10/09	81	66
2020/10/10	81	65
2020/10/11	80	65
2020/10/12	80	64
2020/10/13	80	64
2020/10/14	79	63
2020/10/15	79	63
2020/10/16	79	64
2020/10/17	82	66
2020/10/18	82	66
2020/10/19	83	67
2020/10/20	84	67
2020/10/21	88	73
2020/10/22	89	73
2020/10/23	89	73
2020/10/24	89	73
2020/10/25	90	73
2020/10/26	90	74
2020/10/27	90	74
2020/10/28	90	74
2020/10/29	90	73
2020/10/30	91	74
2020/10/31	92	74
2020/11/01	93	75
2020/11/02	93	75
2020/11/03	93	75
2020/11/04	93	75
2020/11/05	93	76
2020/11/06	95	77
2020/11/07	96	78
2020/11/08	103	87
2020/11/09	117	102
2020/11/10	119	104
2020/11/11	122	106
2020/11/12	125	109
2020/11/13	126	110
2020/11/14	127	112
2020/11/15	128	112
2020/11/16	129	113
2020/11/17	129	113
2020/11/18	130	113
2020/11/19	130	114
2020/11/20	130	113
2020/11/21	130	113
2020/11/22	130	112
2020/11/23	129	112
2020/11/24	129	111
2020/11/25	129	111
2020/11/26	128	111
2020/11/27	128	110
2020/11/28	127	110
2020/11/29	127	109
2020/11/30	126	108
2020/12/01	125	107
2020/12/02	124	106
2020/12/03	124	106
2020/12/04	123	106
2020/12/05	123	105
2020/12/06	122	104
2020/12/07	124	107
2020/12/08	123	106
2020/12/09	123	105
2020/12/10	122	104
2020/12/11	121	104
2020/12/12	121	104
2020/12/13	121	103
2020/12/14	120	102
2020/12/15	119	101
2020/12/16	118	100
2020/12/17	117	99
2020/12/18	115	98
2020/12/19	114	97
2020/12/20	114	96
2020/12/21	113	96
2020/12/22	112	95
2020/12/23	111	94
2020/12/24	110	93
2020/12/25	109	91
2020/12/26	107	90
2020/12/27	106	89
2020/12/28	106	89
2020/12/29	105	88
2020/12/30	104	87
2020/12/31	104	87
