k,S1,S2,S3,ST1,ST2,ST3,lambda,FST1,FST2,FST3,increase,Sinteract
0.01,0.6,0.8,0.9,0.5922,0.7896,0.8883,1.50E-23,0.5922,0.7896,0.8883,0,0.415370075
0.01,0.6,0.8,0.7,0.5922,0.7896,0.6909,3.18E-23,0.5922,0.7896,0.6909,0,0.323065614
0.01,0.6,0.7,1,0.5922,0.6909,0.987,1.17E-23,0.5922,0.6909,0.987,0,0.403832017
0.01,0.6,0.7,0.9,0.5922,0.6909,0.8883,1.76E-23,0.5922,0.6909,0.8883,0,0.363448816
0.01,0.6,0.7,0.8,0.5922,0.6909,0.7896,3.12E-23,0.5922,0.6909,0.7896,0,0.323065614
0.015,1,1,1,0.987,0.987,0.987,1.106339389,0.987,0.987,0.987,1,0.961504803
0.015,0.9,1,1,0.8883,0.987,0.987,0.008544944,0.8883,0.987,0.987,0,0.865354323
0.015,0.8,1,1,0.7896,0.987,0.987,4.75E-05,0.7896,0.987,0.987,0,0.769203842
0.015,0.7,1,1,0.6909,0.987,0.987,1.44E-07,0.6909,0.987,0.987,0,0.673053362
0.015,0.6,1,1,0.5922,0.987,0.987,1.84E-10,0.5922,0.987,0.987,0,0.576902882
0.015,1,0.9,1,0.987,0.8883,0.987,0.024368679,0.987,0.8883,0.987,0,0.865354323
0.015,1,0.8,1,0.987,0.7896,0.987,3.98E-04,0.987,0.7896,0.987,0,0.769203842
0.015,1,0.7,1,0.987,0.6909,0.987,3.83E-06,0.987,0.6909,0.987,0,0.673053362
0.015,1,0.6,1,0.987,0.5922,0.987,1.81E-08,0.987,0.5922,0.987,0,0.576902882
0.015,1,1,0.9,0.987,0.987,0.8883,0.021868073,0.987,0.987,0.8883,0,0.865354323
0.015,1,1,0.8,0.987,0.987,0.7896,3.22E-04,0.987,0.987,0.7896,0,0.769203842
0.015,1,1,0.7,0.987,0.987,0.6909,2.75E-06,0.987,0.987,0.6909,0,0.673053362
0.015,1,1,0.6,0.987,0.987,0.5922,1.13E-08,0.987,0.987,0.5922,0,0.576902882
0.015,0.9,0.9,0.9,0.8883,0.8883,0.8883,3.67E-06,0.8883,0.8883,0.8883,0,0.700937001
0.015,1,0.9,0.9,0.987,0.8883,0.8883,4.65E-04,0.987,0.8883,0.8883,0,0.77881889
0.015,0.8,0.9,0.9,0.7896,0.8883,0.8883,1.78E-08,0.7896,0.8883,0.8883,0,0.623055112
0.015,0.7,0.9,0.9,0.6909,0.8883,0.8883,5.08E-11,0.6909,0.8883,0.8883,0,0.545173223
0.015,0.6,0.9,0.9,0.5922,0.8883,0.8883,6.36E-14,0.5922,0.8883,0.8883,0,0.467291334
0.015,0.9,1,0.9,0.8883,0.987,0.8883,1.70E-04,0.8883,0.987,0.8883,0,0.77881889
0.015,0.9,0.8,0.9,0.8883,0.7896,0.8883,5.74E-08,0.8883,0.7896,0.8883,0,0.623055112
0.015,0.9,0.7,0.9,0.8883,0.6909,0.8883,5.45E-10,0.8883,0.6909,0.8883,0,0.545173223
0.015,0.9,0.6,0.9,0.8883,0.5922,0.8883,2.56E-12,0.8883,0.5922,0.8883,0,0.467291334
0.015,0.9,0.9,1,0.8883,0.8883,0.987,2.02E-04,0.8883,0.8883,0.987,0,0.77881889
0.015,0.9,0.9,0.8,0.8883,0.8883,0.7896,4.97E-08,0.8883,0.8883,0.7896,0,0.623055112
0.015,0.9,0.9,0.7,0.8883,0.8883,0.6909,4.16E-10,0.8883,0.8883,0.6909,0,0.545173223
0.015,0.9,0.9,0.6,0.8883,0.8883,0.5922,1.70E-12,0.8883,0.8883,0.5922,0,0.467291334
0.015,0.8,0.8,0.8,0.7896,0.7896,0.7896,3.05E-12,0.7896,0.7896,0.7896,0,0.492290459
0.015,1,0.8,0.8,0.987,0.7896,0.7896,8.79E-08,0.987,0.7896,0.7896,0,0.615363074
0.015,0.9,0.8,0.8,0.8883,0.7896,0.7896,6.84E-10,0.8883,0.7896,0.7896,0,0.553826767
0.015,0.7,0.8,0.8,0.6909,0.7896,0.7896,7.37E-15,0.6909,0.7896,0.7896,0,0.430754152
0.015,0.6,0.8,0.8,0.5922,0.7896,0.7896,8.72E-18,0.5922,0.7896,0.7896,0,0.369217844
0.015,0.8,1,0.8,0.7896,0.987,0.7896,1.09E-08,0.7896,0.987,0.7896,0,0.615363074
0.015,0.8,0.9,0.8,0.7896,0.8883,0.7896,2.18E-10,0.7896,0.8883,0.7896,0,0.553826767
0.015,0.8,0.7,0.8,0.7896,0.6909,0.7896,2.76E-14,0.7896,0.6909,0.7896,0,0.430754152
0.015,0.8,0.6,0.8,0.7896,0.5922,0.7896,1.28E-16,0.7896,0.5922,0.7896,0,0.369217844
0.015,0.8,0.8,1,0.7896,0.7896,0.987,1.59E-08,0.7896,0.7896,0.987,0,0.615363074
0.015,0.8,0.8,0.9,0.7896,0.7896,0.8883,2.71E-10,0.7896,0.7896,0.8883,0,0.553826767
0.015,0.8,0.8,0.7,0.7896,0.7896,0.6909,2.32E-14,0.7896,0.7896,0.6909,0,0.430754152
0.015,0.8,0.8,0.6,0.7896,0.7896,0.5922,9.28E-17,0.7896,0.7896,0.5922,0,0.369217844
0.015,0.7,0.7,0.7,0.6909,0.6909,0.6909,3.90E-19,0.6909,0.6909,0.6909,0,0.329796147
0.015,1,0.7,0.7,0.987,0.6909,0.6909,5.33E-12,0.987,0.6909,0.6909,0,0.471137353
0.015,0.9,0.7,0.7,0.8883,0.6909,0.6909,4.12E-14,0.8883,0.6909,0.6909,0,0.424023618
0.015,0.8,0.7,0.7,0.7896,0.6909,0.6909,1.81E-16,0.7896,0.6909,0.6909,0,0.376909883
0.015,0.6,0.7,0.7,0.5922,0.6909,0.6909,3.80E-22,0.5922,0.6909,0.6909,0,0.282682412
0.015,0.7,1,0.7,0.6909,0.987,0.6909,1.95E-13,0.6909,0.987,0.6909,0,0.471137353
0.015,0.7,0.9,0.7,0.6909,0.8883,0.6909,3.83E-15,0.6909,0.8883,0.6909,0,0.424023618
0.015,0.7,0.8,0.7,0.6909,0.7896,0.6909,4.92E-17,0.6909,0.7896,0.6909,0,0.376909883
0.015,0.7,0.6,0.7,0.6909,0.5922,0.6909,1.72E-21,0.6909,0.5922,0.6909,0,0.282682412
0.015,0.7,0.7,1,0.6909,0.6909,0.987,3.58E-13,0.6909,0.6909,0.987,0,0.471137353
0.015,0.7,0.7,0.9,0.6909,0.6909,0.8883,6.05E-15,0.6909,0.6909,0.8883,0,0.424023618
0.015,0.7,0.7,0.8,0.6909,0.6909,0.7896,6.38E-17,0.6909,0.6909,0.7896,0,0.376909883
0.015,0.7,0.7,0.6,0.6909,0.6909,0.5922,1.41E-21,0.6909,0.6909,0.5922,0,0.282682412
0.015,0.6,0.6,0.6,0.5922,0.5922,0.5922,1.91E-23,0.5922,0.5922,0.5922,0,0.207685037
0.015,1,0.6,0.6,0.987,0.5922,0.5922,7.22E-17,0.987,0.5922,0.5922,0,0.346141729
0.015,0.9,0.6,0.6,0.8883,0.5922,0.5922,5.59E-19,0.8883,0.5922,0.5922,0,0.311527556
0.015,0.8,0.6,0.6,0.7896,0.5922,0.5922,2.44E-21,0.7896,0.5922,0.5922,0,0.276913383
0.015,0.7,0.6,0.6,0.6909,0.5922,0.5922,1.35E-23,0.6909,0.5922,0.5922,0,0.24229921
0.015,0.6,1,0.6,0.5922,0.987,0.5922,6.55E-19,0.5922,0.987,0.5922,0,0.346141729
0.015,0.6,0.9,0.6,0.5922,0.8883,0.5922,1.27E-20,0.5922,0.8883,0.5922,0,0.311527556
0.015,0.6,0.8,0.6,0.5922,0.7896,0.5922,1.59E-22,0.5922,0.7896,0.5922,0,0.276913383
0.015,0.6,0.7,0.6,0.5922,0.6909,0.5922,1.30E-23,0.5922,0.6909,0.5922,0,0.24229921
0.015,0.6,0.6,1,0.5922,0.5922,0.987,1.55E-18,0.5922,0.5922,0.987,0,0.346141729
0.015,0.6,0.6,0.9,0.5922,0.5922,0.8883,2.62E-20,0.5922,0.5922,0.8883,0,0.311527556
0.015,0.6,0.6,0.8,0.5922,0.5922,0.7896,2.74E-22,0.5922,0.5922,0.7896,0,0.276913383
0.015,0.6,0.6,0.7,0.5922,0.5922,0.6909,1.29E-23,0.5922,0.5922,0.6909,0,0.24229921
0.015,1,0.9,0.8,0.987,0.8883,0.7896,6.43E-06,0.987,0.8883,0.7896,0,0.692283458
0.015,1,0.9,0.7,0.987,0.8883,0.6909,5.38E-08,0.987,0.8883,0.6909,0,0.605748026
0.015,1,0.9,0.6,0.987,0.8883,0.5922,2.20E-10,0.987,0.8883,0.5922,0,0.519212594
0.015,1,0.8,0.9,0.987,0.7896,0.8883,7.19E-06,0.987,0.7896,0.8883,0,0.692283458
0.015,1,0.8,0.7,0.987,0.7896,0.6909,6.88E-10,0.987,0.7896,0.6909,0,0.53844269
0.015,1,0.8,0.6,0.987,0.7896,0.5922,2.76E-12,0.987,0.7896,0.5922,0,0.461522305
0.015,1,0.7,0.9,0.987,0.6909,0.8883,6.81E-08,0.987,0.6909,0.8883,0,0.605748026
0.015,1,0.7,0.8,0.987,0.6909,0.7896,7.79E-10,0.987,0.6909,0.7896,0,0.53844269
0.015,1,0.7,0.6,0.987,0.6909,0.5922,1.98E-14,0.987,0.6909,0.5922,0,0.403832017
0.015,1,0.6,0.9,0.987,0.5922,0.8883,3.20E-10,0.987,0.5922,0.8883,0,0.519212594
0.015,1,0.6,0.8,0.987,0.5922,0.7896,3.59E-12,0.987,0.5922,0.7896,0,0.461522305
0.015,1,0.6,0.7,0.987,0.5922,0.6909,2.28E-14,0.987,0.5922,0.6909,0,0.403832017
0.015,0.9,1,0.8,0.8883,0.987,0.7896,2.49E-06,0.8883,0.987,0.7896,0,0.692283458
0.015,0.9,1,0.7,0.8883,0.987,0.6909,2.12E-08,0.8883,0.987,0.6909,0,0.605748026
0.015,0.9,1,0.6,0.8883,0.987,0.5922,8.77E-11,0.8883,0.987,0.5922,0,0.519212594
0.015,0.9,0.8,1,0.8883,0.7896,0.987,3.26E-06,0.8883,0.7896,0.987,0,0.692283458
0.015,0.9,0.8,0.7,0.8883,0.7896,0.6909,5.32E-12,0.8883,0.7896,0.6909,0,0.484598421
0.015,0.9,0.8,0.6,0.8883,0.7896,0.5922,2.13E-14,0.8883,0.7896,0.5922,0,0.415370075
0.015,0.9,0.7,1,0.8883,0.6909,0.987,3.11E-08,0.8883,0.6909,0.987,0,0.605748026
0.015,0.9,0.7,0.8,0.8883,0.6909,0.7896,6.11E-12,0.8883,0.6909,0.7896,0,0.484598421
0.015,0.9,0.7,0.6,0.8883,0.6909,0.5922,1.53E-16,0.8883,0.6909,0.5922,0,0.363448816
0.015,0.9,0.6,1,0.8883,0.5922,0.987,1.47E-10,0.8883,0.5922,0.987,0,0.519212594
0.015,0.9,0.6,0.8,0.8883,0.5922,0.7896,2.83E-14,0.8883,0.5922,0.7896,0,0.415370075
0.015,0.9,0.6,0.7,0.8883,0.5922,0.6909,1.77E-16,0.8883,0.5922,0.6909,0,0.363448816
0.015,0.8,1,0.9,0.7896,0.987,0.8883,8.17E-07,0.7896,0.987,0.8883,0,0.692283458
0.015,0.8,1,0.7,0.7896,0.987,0.6909,9.26E-11,0.7896,0.987,0.6909,0,0.53844269
0.015,0.8,1,0.6,0.7896,0.987,0.5922,3.82E-13,0.7896,0.987,0.5922,0,0.461522305
0.015,0.8,0.9,1,0.7896,0.8883,0.987,1.04E-06,0.7896,0.8883,0.987,0,0.692283458
0.015,0.8,0.9,0.7,0.7896,0.8883,0.6909,1.81E-12,0.7896,0.8883,0.6909,0,0.484598421
0.015,0.8,0.9,0.6,0.7896,0.8883,0.5922,7.42E-15,0.7896,0.8883,0.5922,0,0.415370075
0.015,0.8,0.7,1,0.7896,0.6909,0.987,1.48E-10,0.7896,0.6909,0.987,0,0.53844269
0.015,0.8,0.7,0.9,0.7896,0.6909,0.8883,2.53E-12,0.7896,0.6909,0.8883,0,0.484598421
0.015,0.8,0.7,0.6,0.7896,0.6909,0.5922,6.68E-19,0.7896,0.6909,0.5922,0,0.323065614
0.015,0.8,0.6,1,0.7896,0.5922,0.987,6.86E-13,0.7896,0.5922,0.987,0,0.461522305
0.015,0.8,0.6,0.9,0.7896,0.5922,0.8883,1.18E-14,0.7896,0.5922,0.8883,0,0.415370075
0.015,0.8,0.6,0.7,0.7896,0.5922,0.6909,7.86E-19,0.7896,0.5922,0.6909,0,0.323065614
0.015,0.7,1,0.9,0.6909,0.987,0.8883,2.43E-09,0.6909,0.987,0.8883,0,0.605748026
0.015,0.7,1,0.8,0.6909,0.987,0.7896,2.57E-11,0.6909,0.987,0.7896,0,0.53844269
0.015,0.7,1,0.6,0.6909,0.987,0.5922,8.05E-16,0.6909,0.987,0.5922,0,0.403832017
0.015,0.7,0.9,1,0.6909,0.8883,0.987,3.02E-09,0.6909,0.8883,0.987,0,0.605748026
0.015,0.7,0.9,0.8,0.6909,0.8883,0.7896,5.33E-13,0.6909,0.8883,0.7896,0,0.484598421
0.015,0.7,0.9,0.6,0.6909,0.8883,0.5922,1.56E-17,0.6909,0.8883,0.5922,0,0.363448816
0.015,0.7,0.8,1,0.6909,0.7896,0.987,4.17E-11,0.6909,0.7896,0.987,0,0.53844269
0.015,0.7,0.8,0.9,0.6909,0.7896,0.8883,7.02E-13,0.6909,0.7896,0.8883,0,0.484598421
0.015,0.7,0.8,0.6,0.6909,0.7896,0.5922,1.95E-19,0.6909,0.7896,0.5922,0,0.323065614
0.015,0.7,0.6,1,0.6909,0.5922,0.987,1.61E-15,0.6909,0.5922,0.987,0,0.403832017
0.015,0.7,0.6,0.9,0.6909,0.5922,0.8883,2.74E-17,0.6909,0.5922,0.8883,0,0.363448816
0.015,0.7,0.6,0.8,0.6909,0.5922,0.7896,2.90E-19,0.6909,0.5922,0.7896,0,0.323065614
0.015,0.6,1,0.9,0.5922,0.987,0.8883,3.09E-12,0.5922,0.987,0.8883,0,0.519212594
0.015,0.6,1,0.8,0.5922,0.987,0.7896,3.21E-14,0.5922,0.987,0.7896,0,0.461522305
0.015,0.6,1,0.7,0.5922,0.987,0.6909,1.84E-16,0.5922,0.987,0.6909,0,0.403832017
0.015,0.6,0.9,1,0.5922,0.8883,0.987,3.78E-12,0.5922,0.8883,0.987,0,0.519212594
0.015,0.6,0.9,0.8,0.5922,0.8883,0.7896,6.62E-16,0.5922,0.8883,0.7896,0,0.415370075
0.015,0.6,0.9,0.7,0.5922,0.8883,0.6909,3.76E-18,0.5922,0.8883,0.6909,0,0.363448816
0.015,0.6,0.8,1,0.5922,0.7896,0.987,4.98E-14,0.5922,0.7896,0.987,0,0.461522305
0.015,0.6,0.8,0.9,0.5922,0.7896,0.8883,8.38E-16,0.5922,0.7896,0.8883,0,0.415370075
0.015,0.6,0.8,0.7,0.5922,0.7896,0.6909,4.94E-20,0.5922,0.7896,0.6909,0,0.323065614
0.015,0.6,0.7,1,0.5922,0.6909,0.987,3.82E-16,0.5922,0.6909,0.987,0,0.403832017
0.015,0.6,0.7,0.9,0.5922,0.6909,0.8883,6.43E-18,0.5922,0.6909,0.8883,0,0.363448816
0.015,0.6,0.7,0.8,0.5922,0.6909,0.7896,6.69E-20,0.5922,0.6909,0.7896,0,0.323065614
0.02,1,1,1,0.987,0.987,0.987,2.980534423,0.987,0.987,0.987,1,0.961504803
0.02,0.9,1,1,0.8883,0.987,0.987,0.032920741,0.8883,0.987,0.987,0,0.865354323
0.02,0.8,1,1,0.7896,0.987,0.987,6.25E-04,0.7896,0.987,0.987,0,0.769203842
0.02,0.7,1,1,0.6909,0.987,0.987,8.13E-06,0.6909,0.987,0.987,0,0.673053362
0.02,0.6,1,1,0.5922,0.987,0.987,5.63E-08,0.5922,0.987,0.987,0,0.576902882
0.02,1,0.9,1,0.987,0.8883,0.987,0.069298238,0.987,0.8883,0.987,0,0.865354323
0.02,1,0.8,1,0.987,0.7896,0.987,0.002894787,0.987,0.7896,0.987,0,0.769203842
0.02,1,0.7,1,0.987,0.6909,0.987,8.62E-05,0.987,0.6909,0.987,0,0.673053362
0.02,1,0.6,1,0.987,0.5922,0.987,1.50E-06,0.987,0.5922,0.987,0,0.576902882
0.02,1,1,0.9,0.987,0.987,0.8883,0.072826032,0.987,0.987,0.8883,0,0.865354323
0.02,1,1,0.8,0.987,0.987,0.7896,0.003042816,0.987,0.987,0.7896,0,0.769203842
0.02,1,1,0.7,0.987,0.987,0.6909,9.06E-05,0.987,0.987,0.6909,0,0.673053362
0.02,1,1,0.6,0.987,0.987,0.5922,1.58E-06,0.987,0.987,0.5922,0,0.576902882
0.02,0.9,0.9,0.9,0.8883,0.8883,0.8883,1.06E-04,0.8883,0.8883,0.8883,0,0.700937001
0.02,1,0.9,0.9,0.987,0.8883,0.8883,0.003831936,0.987,0.8883,0.8883,0,0.77881889
0.02,0.8,0.9,0.9,0.7896,0.8883,0.8883,2.00E-06,0.7896,0.8883,0.8883,0,0.623055112
0.02,0.7,0.9,0.9,0.6909,0.8883,0.8883,2.46E-08,0.6909,0.8883,0.8883,0,0.545173223
0.02,0.6,0.9,0.9,0.5922,0.8883,0.8883,1.67E-10,0.5922,0.8883,0.8883,0,0.467291334
0.02,0.9,1,0.9,0.8883,0.987,0.8883,0.001870676,0.8883,0.987,0.8883,0,0.77881889
0.02,0.9,0.8,0.9,0.8883,0.7896,0.8883,4.63E-06,0.8883,0.7896,0.8883,0,0.623055112
0.02,0.9,0.7,0.9,0.8883,0.6909,0.8883,1.37E-07,0.8883,0.6909,0.8883,0,0.545173223
0.02,0.9,0.6,0.9,0.8883,0.5922,0.8883,2.38E-09,0.8883,0.5922,0.8883,0,0.467291334
0.02,0.9,0.9,1,0.8883,0.8883,0.987,0.001876491,0.8883,0.8883,0.987,0,0.77881889
0.02,0.9,0.9,0.8,0.8883,0.8883,0.7896,4.60E-06,0.8883,0.8883,0.7896,0,0.623055112
0.02,0.9,0.9,0.7,0.8883,0.8883,0.6909,1.36E-07,0.8883,0.8883,0.6909,0,0.545173223
0.02,0.9,0.9,0.6,0.8883,0.8883,0.5922,2.35E-09,0.8883,0.8883,0.5922,0,0.467291334
0.02,0.8,0.8,0.8,0.7896,0.7896,0.7896,3.52E-09,0.7896,0.7896,0.7896,0,0.492290459
0.02,1,0.8,0.8,0.987,0.7896,0.7896,7.00E-06,0.987,0.7896,0.7896,0,0.615363074
0.02,0.9,0.8,0.8,0.8883,0.7896,0.7896,1.93E-07,0.8883,0.7896,0.7896,0,0.553826767
0.02,0.7,0.8,0.8,0.6909,0.7896,0.7896,3.94E-11,0.6909,0.7896,0.7896,0,0.430754152
0.02,0.6,0.8,0.8,0.5922,0.7896,0.7896,2.53E-13,0.5922,0.7896,0.7896,0,0.369217844
0.02,0.8,1,0.8,0.7896,0.987,0.7896,1.49E-06,0.7896,0.987,0.7896,0,0.615363074
0.02,0.8,0.9,0.8,0.7896,0.8883,0.7896,8.29E-08,0.7896,0.8883,0.7896,0,0.553826767
0.02,0.8,0.7,0.8,0.7896,0.6909,0.7896,1.02E-10,0.7896,0.6909,0.7896,0,0.430754152
0.02,0.8,0.6,0.8,0.7896,0.5922,0.7896,1.77E-12,0.7896,0.5922,0.7896,0,0.369217844
0.02,0.8,0.8,1,0.7896,0.7896,0.987,1.70E-06,0.7896,0.7896,0.987,0,0.615363074
0.02,0.8,0.8,0.9,0.7896,0.7896,0.8883,8.84E-08,0.7896,0.7896,0.8883,0,0.553826767
0.02,0.8,0.8,0.7,0.7896,0.7896,0.6909,9.94E-11,0.7896,0.7896,0.6909,0,0.430754152
0.02,0.8,0.8,0.6,0.7896,0.7896,0.5922,1.70E-12,0.7896,0.7896,0.5922,0,0.369217844
0.02,0.7,0.7,0.7,0.6909,0.6909,0.6909,2.96E-14,0.6909,0.6909,0.6909,0,0.329796147
0.02,1,0.7,0.7,0.987,0.6909,0.6909,5.61E-09,0.987,0.6909,0.6909,0,0.471137353
0.02,0.9,0.7,0.7,0.8883,0.6909,0.6909,1.54E-10,0.8883,0.6909,0.6909,0,0.424023618
0.02,0.8,0.7,0.7,0.7896,0.6909,0.6909,2.78E-12,0.7896,0.6909,0.6909,0,0.376909883
0.02,0.6,0.7,0.7,0.5922,0.6909,0.6909,1.68E-16,0.5922,0.6909,0.6909,0,0.282682412
0.02,0.7,1,0.7,0.6909,0.987,0.6909,4.65E-10,0.6909,0.987,0.6909,0,0.471137353
0.02,0.7,0.9,0.7,0.6909,0.8883,0.6909,2.55E-11,0.6909,0.8883,0.6909,0,0.424023618
0.02,0.7,0.8,0.7,0.6909,0.7896,0.6909,1.05E-12,0.6909,0.7896,0.6909,0,0.376909883
0.02,0.7,0.6,0.7,0.6909,0.5922,0.6909,5.03E-16,0.6909,0.5922,0.6909,0,0.282682412
0.02,0.7,0.7,1,0.6909,0.6909,0.987,6.39E-10,0.6909,0.6909,0.987,0,0.471137353
0.02,0.7,0.7,0.9,0.6909,0.6909,0.8883,3.20E-11,0.6909,0.6909,0.8883,0,0.424023618
0.02,0.7,0.7,0.8,0.6909,0.6909,0.7896,1.16E-12,0.6909,0.6909,0.7896,0,0.376909883
0.02,0.7,0.7,0.6,0.6909,0.6909,0.5922,4.82E-16,0.6909,0.6909,0.5922,0,0.282682412
0.02,0.6,0.6,0.6,0.5922,0.5922,0.5922,4.13E-20,0.5922,0.5922,0.5922,0,0.207685037
0.02,1,0.6,0.6,0.987,0.5922,0.5922,1.50E-12,0.987,0.5922,0.5922,0,0.346141729
0.02,0.9,0.6,0.6,0.8883,0.5922,0.5922,4.12E-14,0.8883,0.5922,0.5922,0,0.311527556
0.02,0.8,0.6,0.6,0.7896,0.5922,0.5922,7.40E-16,0.7896,0.5922,0.5922,0,0.276913383
0.02,0.7,0.6,0.6,0.6909,0.5922,0.5922,7.80E-18,0.6909,0.5922,0.5922,0,0.24229921
0.02,0.6,1,0.6,0.5922,0.987,0.5922,4.19E-14,0.5922,0.987,0.5922,0,0.346141729
0.02,0.6,0.9,0.6,0.5922,0.8883,0.5922,2.28E-15,0.5922,0.8883,0.5922,0,0.311527556
0.02,0.6,0.8,0.6,0.5922,0.7896,0.5922,9.20E-17,0.5922,0.7896,0.5922,0,0.276913383
0.02,0.6,0.7,0.6,0.5922,0.6909,0.5922,2.51E-18,0.5922,0.6909,0.5922,0,0.24229921
0.02,0.6,0.6,1,0.5922,0.5922,0.987,7.26E-14,0.5922,0.5922,0.987,0,0.346141729
0.02,0.6,0.6,0.9,0.5922,0.5922,0.8883,3.58E-15,0.5922,0.5922,0.8883,0,0.311527556
0.02,0.6,0.6,0.8,0.5922,0.5922,0.7896,1.25E-16,0.5922,0.5922,0.7896,0,0.276913383
0.02,0.6,0.6,0.7,0.5922,0.5922,0.6909,2.88E-18,0.5922,0.5922,0.6909,0,0.24229921
0.02,1,0.9,0.8,0.987,0.8883,0.7896,1.68E-04,0.987,0.8883,0.7896,0,0.692283458
0.02,1,0.9,0.7,0.987,0.8883,0.6909,4.95E-06,0.987,0.8883,0.6909,0,0.605748026
0.02,1,0.9,0.6,0.987,0.8883,0.5922,8.60E-08,0.987,0.8883,0.5922,0,0.519212594
0.02,1,0.8,0.9,0.987,0.7896,0.8883,1.65E-04,0.987,0.7896,0.8883,0,0.692283458
0.02,1,0.8,0.7,0.987,0.7896,0.6909,2.02E-07,0.987,0.7896,0.6909,0,0.53844269
0.02,1,0.8,0.6,0.987,0.7896,0.5922,3.46E-09,0.987,0.7896,0.5922,0,0.461522305
0.02,1,0.7,0.9,0.987,0.6909,0.8883,4.85E-06,0.987,0.6909,0.8883,0,0.605748026
0.02,1,0.7,0.8,0.987,0.6909,0.7896,2.01E-07,0.987,0.6909,0.7896,0,0.53844269
0.02,1,0.7,0.6,0.987,0.6909,0.5922,9.36E-11,0.987,0.6909,0.5922,0,0.403832017
0.02,1,0.6,0.9,0.987,0.5922,0.8883,8.40E-08,0.987,0.5922,0.8883,0,0.519212594
0.02,1,0.6,0.8,0.987,0.5922,0.7896,3.42E-09,0.987,0.5922,0.7896,0,0.461522305
0.02,1,0.6,0.7,0.987,0.5922,0.6909,9.32E-11,0.987,0.5922,0.6909,0,0.403832017
0.02,0.9,1,0.8,0.8883,0.987,0.7896,8.32E-05,0.8883,0.987,0.7896,0,0.692283458
0.02,0.9,1,0.7,0.8883,0.987,0.6909,2.48E-06,0.8883,0.987,0.6909,0,0.605748026
0.02,0.9,1,0.6,0.8883,0.987,0.5922,4.33E-08,0.8883,0.987,0.5922,0,0.519212594
0.02,0.9,0.8,1,0.8883,0.7896,0.987,8.39E-05,0.8883,0.7896,0.987,0,0.692283458
0.02,0.9,0.8,0.7,0.8883,0.7896,0.6909,5.54E-09,0.8883,0.7896,0.6909,0,0.484598421
0.02,0.9,0.8,0.6,0.8883,0.7896,0.5922,9.47E-11,0.8883,0.7896,0.5922,0,0.415370075
0.02,0.9,0.7,1,0.8883,0.6909,0.987,2.51E-06,0.8883,0.6909,0.987,0,0.605748026
0.02,0.9,0.7,0.8,0.8883,0.6909,0.7896,5.56E-09,0.8883,0.6909,0.7896,0,0.484598421
0.02,0.9,0.7,0.6,0.8883,0.6909,0.5922,2.56E-12,0.8883,0.6909,0.5922,0,0.363448816
0.02,0.9,0.6,1,0.8883,0.5922,0.987,4.37E-08,0.8883,0.5922,0.987,0,0.519212594
0.02,0.9,0.6,0.8,0.8883,0.5922,0.7896,9.53E-11,0.8883,0.5922,0.7896,0,0.415370075
0.02,0.9,0.6,0.7,0.8883,0.5922,0.6909,2.57E-12,0.8883,0.5922,0.6909,0,0.363448816
0.02,0.8,1,0.9,0.7896,0.987,0.8883,3.41E-05,0.7896,0.987,0.8883,0,0.692283458
0.02,0.8,1,0.7,0.7896,0.987,0.6909,4.44E-08,0.7896,0.987,0.6909,0,0.53844269
0.02,0.8,1,0.6,0.7896,0.987,0.5922,7.74E-10,0.7896,0.987,0.5922,0,0.461522305
0.02,0.8,0.9,1,0.7896,0.8883,0.987,3.81E-05,0.7896,0.8883,0.987,0,0.692283458
0.02,0.8,0.9,0.7,0.7896,0.8883,0.6909,2.43E-09,0.7896,0.8883,0.6909,0,0.484598421
0.02,0.8,0.9,0.6,0.7896,0.8883,0.5922,4.21E-11,0.7896,0.8883,0.5922,0,0.415370075
0.02,0.8,0.7,1,0.7896,0.6909,0.987,5.04E-08,0.7896,0.6909,0.987,0,0.53844269
0.02,0.8,0.7,0.9,0.7896,0.6909,0.8883,2.63E-09,0.7896,0.6909,0.8883,0,0.484598421
0.02,0.8,0.7,0.6,0.7896,0.6909,0.5922,4.59E-14,0.7896,0.6909,0.5922,0,0.323065614
0.02,0.8,0.6,1,0.7896,0.5922,0.987,8.75E-10,0.7896,0.5922,0.987,0,0.461522305
0.02,0.8,0.6,0.9,0.7896,0.5922,0.8883,4.57E-11,0.7896,0.5922,0.8883,0,0.415370075
0.02,0.8,0.6,0.7,0.7896,0.5922,0.6909,4.66E-14,0.7896,0.5922,0.6909,0,0.323065614
0.02,0.7,1,0.9,0.6909,0.987,0.8883,4.05E-07,0.6909,0.987,0.8883,0,0.605748026
0.02,0.7,1,0.8,0.6909,0.987,0.7896,1.58E-08,0.6909,0.987,0.7896,0,0.53844269
0.02,0.7,1,0.6,0.6909,0.987,0.5922,8.10E-12,0.6909,0.987,0.5922,0,0.403832017
0.02,0.7,0.9,1,0.6909,0.8883,0.987,4.95E-07,0.6909,0.8883,0.987,0,0.605748026
0.02,0.7,0.9,0.8,0.6909,0.8883,0.7896,9.07E-10,0.6909,0.8883,0.7896,0,0.484598421
0.02,0.7,0.9,0.6,0.6909,0.8883,0.5922,4.41E-13,0.6909,0.8883,0.5922,0,0.363448816
0.02,0.7,0.8,1,0.6909,0.7896,0.987,2.18E-08,0.6909,0.7896,0.987,0,0.53844269
